dwc:taxonID	dwc:occurrenceStatus	dwc:locationID	dwc:locality	dwc:countryCode	dcterms:source
9e1d525b-81e3-4405-b1b3-e9e1a1320d41	native		Australian and Pacific regions		
ce85b42f-e3ae-4e40-8cc9-e8af0f1ac1a9	native		East Palearctic region		
7af03591-734b-4cef-9063-7c5597d556c2	native		Neotropical region		
7a112ff2-9e88-4e0b-8ec4-ab43691a050a	native		West Palearctic region, East Palearctic region		
712e9abc-836d-49df-b118-8904f42693a5	native		West Palearctic region		
f6e176ed-a9f3-4e50-8795-8efde6c748c8	native		Neotropical region		
431d11fa-ac01-443a-8dde-28d8d5f9157f	native		Neotropical region		
e524b0ad-6095-426a-8289-95ddc8381ca5	native		Australian and Pacific regions		
f032fba6-46fc-4d6e-b695-0d734216faf3	native		West Palearctic region		
b5105f60-c290-438d-b157-530338b83e01	native		Australian and Pacific regions		
2fff58ba-758b-42d7-a898-e430162bed3b	native		West Palearctic region		
48429995-76aa-44ff-89b9-ec98ea6ebcf8	native		East Palearctic region		
abeb7dcb-399b-4619-bbd8-b2070c1cee02	native		West Palearctic region, East Palearctic region		
466ab48b-c3a6-4f90-b39e-803155f648a7	native		East Palearctic region		
3bc62b79-78ac-4370-88f5-1079efc98cd7	native		West Palearctic region		
aacde9da-b56f-494b-920a-dd04b7aad0ef	native		West Palearctic region, East Palearctic region, [Nearctic region]		
ec09f255-55f0-4198-89fa-7431de452ac6	native		Neotropical region		
d5c4fc1c-fa00-460d-be18-71a4c9ca1205	native		Afrotropical region		
0d69256b-9270-44b4-ae0f-1e5c36f4b8df	native		West Palearctic region		
545993a7-520e-4cc5-a290-fcb1dba64983	native		Neotropical region		
f893e98f-f84f-461b-813e-c28c5b8b6ea2	native		Neotropical region		
0fc53c7d-0626-4bac-972f-961043900fc0	native		East Palearctic region		
95ba2df4-10ee-4d30-a849-92ae94dace6b	native		West Palearctic region (fossil)		
822fa40d-7310-49d9-92a8-9a5fb174753d	native		Neotropical region		
020e56dc-6e27-41cd-9fd5-64fafadf7d4d	native		Australian and Pacific regions		
41b3d69f-708d-41cf-9fe6-88ecb4e0e43f	native		East Palearctic region		
d0b49214-d999-4823-8f9e-d843440a7ff1	native		East Palearctic region		
264c9c4f-5ee4-4bef-8117-ba6ba5097235	native		Afrotropical region		
4fe8fe02-be0a-46a6-9381-f08aab282454	native		West Palearctic region		
958faf18-6620-4650-af5d-5ae58acc0aa4	native		Neotropical region		
1a875b06-25e8-44d8-949e-66ef2742a526	native		Oriental region, West Palearctic region		
c0223b70-6605-474f-99f9-701c5cad906a	native		West Palearctic region, East Palearctic region		
99b24642-50b2-4d4d-9451-02448e4519b5	native		Neotropical region		
8888a28a-5b9d-4a6d-b7ea-e933c6ed5194	native		East Palearctic region		
7864c4b4-f6d1-46c0-af4e-6292b6f7aaa0	native		West Palearctic region, East Palearctic region		
c2bee31b-7589-42d5-958b-b402d6215ec9	native		East Palearctic region		
35c20f42-3a1f-4eaf-93e5-8e33c260930d	native		Nearctic region		
e0878706-f01b-4cf1-9de3-1e7bf061e77e	native		Neotropical region		
1efc6892-d72d-4179-a9d9-09fe924121d2	native		East Palearctic region		
4c0240d5-66d0-4bd0-a8cd-4db93df5b7e1	native		West Palearctic region		
b0f0a1d7-22a1-4696-b62e-6dbde6d67f14	native		Nearctic region		
389d1812-feea-4fd3-8d51-08d5d6aae77c	native		Neotropical region		
4d594d70-42a2-4ac9-9fd2-7b79eafb7011	native		Nearctic region		
28d8702d-be9a-48b0-9a52-891f4851119b	native		Neotropical region		
77c25561-131a-4242-8b89-58300255a4a6	native		West Palearctic region		
ac24bac3-b13c-4462-9d5a-b75a8d351247	native		Nearctic region		
6bf86df1-9e7d-4033-8322-8fb7e74287c0	native		Neotropical region		
59e72914-4694-4d0e-ab6e-94c2ac3d80c2	native		Australian and Pacific regions		
10fd55a2-9ecd-4b95-8b04-622f07febc22	native		Afrotropical region		
79263e17-7764-4701-8540-6ffd696c48e9	native		Nearctic region, Neotropical region		
544c5959-8891-49d3-a579-c476decd128f	native		West Palearctic region (fossil)		
fb0e1d2f-1d5b-4776-a609-4dcd60807b88	native		Oriental region		
f4b8c9d2-a5c8-4b81-9f25-b790e0fe127f	native		East Palearctic region		
7d47acc2-98bc-4806-82f1-e551e373dd3e	native		Neotropical region		
3e2d9473-0f8d-4f2a-9e43-1cca0a711ee2	native		Afrotropical region		
6273ddd4-fd68-41be-bde8-9a0615844ad5	native		Nearctic region		
d6196a60-a679-4b68-b919-d87aef3d7fe2	native		Afrotropical region		
5422fcc9-c3f0-47f3-b065-6dc8eca9b27f	native		Australian and Pacific regions		
999d8047-f959-47c0-a567-c75cba493326	native		East Palearctic region		
575792a1-9f16-4f72-8149-3f5550008d17	native		East Palearctic region		
14184ed9-002e-4096-8d05-3b95a3da6a19	native		Nearctic region		
331ca37f-f213-425e-8834-b1d96b464d21	native		West Palearctic region		
8e101fd4-32d5-4c2b-99b2-dacc35a8bebc	native		West Palearctic region		
eddeeddd-d9a8-44db-9032-8f1cb6fe69eb	native		West Palearctic region		
ffdbb1bf-d560-43e1-9a6f-0227758061c5	native		Afrotropical region		
71d3e3bd-f733-4981-a97a-4c588b2587d0	native		Oriental region		
640115d6-8f7f-4072-bd44-d612bec02afd	native		Afrotropical region		
d6025e25-47a6-4fd2-8635-5a1fca55a246	native		Afrotropical region		
c4a75cad-2793-4d1a-9efd-32a8505cf6cd	native		Afrotropical region		
def77942-2999-4c77-859d-580fbac14484	native		West Palearctic region, East Palearctic region		
b56044ae-35c1-45e6-a9c4-a21d6dad45aa	native		West Palearctic region		
b7660f9f-d3c4-4c6f-929c-81fb6658049a	native		Neotropical region		
774ae5ba-276e-4352-9dd0-2cfa2cade10c	native		Neotropical region		
d6da7da9-3e4b-4ef5-b7a2-d701eba2664d	native		East Palearctic region		
bb59f006-6a55-4815-89e9-289c00f8b82b	native		Neotropical region		
7b2a3c7e-a4ce-4503-a4d9-2b128baf9391	native		West Palearctic region		
1d0f7d1f-8920-4c69-b949-205a38894008	native		Neotropical region		
cb1c45fc-a984-4786-89a8-4beac2094010	native		West Palearctic region		
b00ec052-1763-4557-8200-c9df944d7f03	native		Oriental region		
ae48188c-9416-4ff8-aabd-59e2abff64e8	native		Oriental region		
53364d8f-c3f3-4631-9638-a504e9c9ba87	native		Oriental region		
fadb7e9e-05f8-40f7-8950-26e38ef968a8	native		Neotropical region		
2f68841b-9908-4d0f-84c4-6d01924a3482	native		Neotropical region		
f0d96c27-a35e-44e2-8725-df3bc6786a7a	native		Afrotropical region		
3403149e-a553-4f8f-a60f-b323d10605b7	native		Afrotropical region		
8bd9fc47-313b-445d-80df-a9a56c8a5fd6	native		East Palearctic region		
0e72a007-30b4-4887-bef4-e24216b2d3bd	native		West Palearctic region		
18b6dd63-04e4-4ce4-896a-452a042a0eb8	native		Afrotropical region		
429f4bcf-75c7-499e-883c-194aa85973f5	native		East Palearctic region		
060ca3d1-fafd-4388-b937-c1c8e6f22ba4	native		Australian and Pacific regions		
43c7ba56-f652-403f-8904-e14e8a24b770	native		West Palearctic region, East Palearctic region, Nearctic region		
a88ea1cd-5ddf-4ca2-9eb0-dcbf3c861366	native		Australian and Pacific regions		
92da20f4-1bb0-410e-b833-36990665b8be	native		Neotropical region		
a55ece9c-4a2f-4b45-9675-be57b8a020f1	native		West Palearctic region		
76f50833-a627-4275-a2f6-674c37ed8ba5	native		Australian and Pacific regions		
15a8dd1e-2c59-4fb3-adb4-13f1cfe48f36	native		Neotropical region		
5f5f98a6-b711-42ba-b62c-67d8b0569db1	native		Oriental region		
155adfed-ec81-4893-91a7-8df46edb6d5f	native		West Palearctic region		
c3a13a90-d3d7-4290-9da2-752c657e60d3	native		Oriental region		
f788bcc1-48ca-4b0f-8db8-b87990e7927a	native		West Palearctic region		
1c35ce87-db7d-4bf0-badc-3130f56a5a7f	native		Neotropical region		
cc9f137f-18e0-41cd-b9a5-6b1c4611b8a6	native		West Palearctic region		
0c3b32e7-81ad-4f8c-aa98-60c39ed3e872	native		Neotropical region		
0cad2ba3-0442-4dd0-96f6-fdeb8aa716e6	native		Afrotropical region		
71a0a723-d68c-48f3-9469-d9a03d2c5935	native		Afrotropical region		
3cfa4da2-3eae-48cd-bef9-e5e9500ae25d	native		East Palearctic region		
4d193fe5-1f05-491b-bef4-aa7f0c538420	native		West Palearctic region		
15599b0e-4d28-4d5a-948b-755720ace970	native		Neotropical region		
63ad7d07-7b2f-4a1a-a79a-88867cbed5f8	native		West Palearctic region		
755eeb8b-e9c0-4c4e-a024-5fa91986ab55	native		West Palearctic region		
bd0deebe-c1e0-4c93-823a-ef7ee3adb8ce	native		Oriental region		
29b8823c-b606-41ed-af11-a4ca5710cdeb	native		Oriental region		
8561636b-2fee-4878-8839-38298ecbfd6a	native		East Palearctic region		
c45d5024-a356-4859-aeaa-365264336e72	native		West Palearctic region		
0d5613e3-f575-4632-9713-2031314181b8	native		East Palearctic region		
b077d51c-fdfc-41a3-a243-38575f0a02f4	native		Nearctic region, Neotropical region		
1c4001c8-5415-4a4e-8743-baadda92d916	native		West Palearctic region		
01f2019a-46c0-488f-994f-955228ea348c	native		Oriental region		
a6b012c0-9fa1-4b33-8a90-6e3dc1f12ba9	native		Oriental region		
d05263aa-5341-4e8f-aefe-4d95464eee57	native		West Palearctic region		
672d9811-9ea2-46a5-8a29-4affb7dfff09	native		Nearctic region		
4fc07d3b-a78e-47a1-9e0a-364b9ec6f2e1	native		Australian and Pacific regions		
6a20e299-4461-4046-ac24-bdb96b3ce921	native		Neotropical region		
566a37db-be38-4bd2-9f99-1b326b328685	native		West Palearctic region		
be0b997a-d690-43c6-9fbe-3695f9198a3d	native		Neotropical region		
750ea58c-62c5-4a8c-9c51-6ee94f75aeaa	native		West Palearctic region, East Palearctic region, Nearctic region		
467c2135-99a9-412e-83cc-fcf3d660f9bc	native		Afrotropical region		
be58b00d-5261-4043-a8ca-1dd87567e5b3	native		Australian and Pacific regions		
4f1b5a85-32be-4efd-a38c-8c7a63814dfb	native		Neotropical region		
4c1230ff-d75e-4b10-80ad-8cb525ba880a	native		West Palearctic region		
95be301a-8425-48b9-acc8-122f69d46946	native		Nearctic region, Neotropical region		
9f2fbdb0-7c06-4453-a9fc-1ee7f513c970	native		West Palearctic region		
b7ace73f-838d-4a22-aecb-3af92316597f	native		West Palearctic region		
2cc7089d-4670-4e54-9076-c5e516683dcf	native		West Palearctic region		
c06429ca-4721-479d-bece-c7eb95e0a5c3	native		Afrotropical region		
e918d39b-43c8-4d29-89d1-fb9164b1572f	native		West Palearctic region		
475e77bb-1eef-42be-9803-d73232646f36	native		East Palearctic region		
48855511-ae31-4c72-acf2-e645e5a8641a	native		Nearctic region		
31b8abe39779144edde263c0231b557e	native		Neotropical region		
f5756c2b-d391-43ab-8249-524d179c45bb	native		Neotropical region		
ae613a90-7837-4d2f-a7bf-c2166fe8553b	native		West Palearctic region		
8cdbaef8-e0c2-49ff-8edc-b1e4783cb834	native		Afrotropical region		
f479f07d-352f-4ffa-8871-eac8a96644ff	native		East Palearctic region		
dd643f2a-ba09-4515-a55c-344462e674df	native		West Palearctic region		
e69b3359-77e4-4e39-8dc9-093a28138419	native		West Palearctic region		
560e8cb5-e7bc-4a99-98a4-c09f6cd4eff4	native		West Palearctic region		
0a982516-70e0-4429-b994-a7ffe6c39675	native		East Palearctic region		
9f4b24ad-e914-4e1a-a54b-e24ce5f10c5f	native		West Palearctic region		
f1f871fc-5998-4cee-97cb-d088bfb1d161	native		Neotropical region		
ec02d6a5-b6a6-4048-9eea-2fd1a4be8515	native		East Palearctic region		
05f3fc95-f5db-4c67-be75-b593f9962665	native		East Palearctic region		
9482d9ed-2690-4af5-b071-0499dc5e404f	native		West Palearctic region		
dc6396d9-602f-4e46-b9a5-96e92586a203	native		Afrotropical region		
c58b04b9-ee2d-4c26-8203-2653cf0c44d6	native		West Palearctic region		
defec7f4-7fed-49f1-8aac-e3fc8bdcc9a1	native		East Palearctic region		
d5dea6db-af24-45bd-b6c0-2d1304e13af7	native		West Palearctic region		
a938826f-808d-4462-906d-fe57fd3eb967	native		Australian and Pacific regions		
6de8f56d-8999-4dc2-8ab9-c5290ce47096	native		Australian and Pacific regions		
8563ffdd-b836-438b-a04f-d0986942569e	native		Australian and Pacific regions		
07d53fe6-2749-4f8d-892b-527280fd32a6	native		East Palearctic region		
58ec4e9d-7bd2-48bc-9ed9-bf8087e49b05	native		East Palearctic region		
26913bc4-3bbd-4890-bd60-8edaafbaa1f0	native		West Palearctic region		
86d03c6f-2437-4535-9d46-b7ecae435b91	native		Nearctic region		
26833e4d-53b5-4bc3-aa8c-367670d2ecac	native		East Palearctic region		
875ae813-1985-4eb4-9a7e-e1a270538577	native		West Palearctic region		
a09dec83-4ce5-4675-833a-8d745cbfdd2e	native		Neotropical region		
2977cbf8-6232-405e-8ee1-9f08a9051637	native		West Palearctic region		
adb2ec91-9d71-4e5b-abaa-c10746bafc4f	native		East Palearctic region		
8940984b-1665-4666-a325-c0ea1d2a60cd	native		Neotropical region		
eeac1676-412e-4937-a47f-5d54cd313050	native		Neotropical region		
8cc9bed9-2fd2-4a03-be18-87788998ed77	native		West Palearctic region (fossil)		
db9491c0c1ec78decfcc7b3e79f9e342	native		Neotropical region		
4b6c45b2-e4f2-4a12-becb-dd2e3946e8fd	native		West Palearctic region, Afrotropical region		
811e9889-8936-473b-a801-b4e2494d99d2	native		Afrotropical region		
eae8aff5-e3b0-4c6a-af0d-6eede221f7be	native		Oriental region		
f1011422-e2f8-447e-8459-e8b5de5bc09c	native		West Palearctic region (fossil)		
dfd43778-398c-4579-9ab8-cec8609bb018	native		West Palearctic region, East Palearctic region		
28e35430-452b-4035-8b88-ff8b9a68179d	native		Afrotropical region		
bcba274a-0d4d-4237-a6e9-ad7169aa9a25	native		West Palearctic region		
761b5ab1-799f-489c-8f1b-ff4a73f4bfe0	native		East Palearctic region		
313dc8b6-5691-416f-8e0a-2dec167f4ce4	native		Neotropical region		
f7d10958-cb3f-424f-8ef5-358ffd89c172	native		East Palearctic region		
84f9c42d-0e79-4463-8489-e46648be9b9e	native		West Palearctic region		
57f9af29-3fd9-416f-b20b-34a3b7c2320d	native		Afrotropical region		
a35db979-bd82-403c-9522-aa518be8cec4	native		East Palearctic region		
9b560fc7-5eef-495a-ad1b-94c2ee511b67	native		Neotropical region		
d6553145-b56c-4fab-aab6-4d502dcb819e	native		Oriental region		
b642dacd-7a4b-4281-abe7-2f954cf3ec24	native		West Palearctic region		
8f043b97-449f-434f-ae3d-9088f5858ea3	native		Afrotropical region		
c3491490-b86c-4feb-949d-b7e6750817bd	native		West Palearctic region		
91064eac-18dc-49b6-a82e-8723cb9c132c	native		East Palearctic region		
149da486-98b1-4e41-9d6a-c3932c653be3	native		Oriental region		
80dfabba-73c9-43cd-be4b-95d40fb1e1f2	native		Neotropical region		
b28d47ba-4de3-4b78-aba2-c10b33bcb40d	native		Neotropical region		
b94bb1b5-1197-4be8-9793-e49a6f13de3e	native		East Palearctic region		
ca0cce41-76a4-4283-a97e-443ecd9d34a3	native		Afrotropical region		
9e1821dd-e615-4e7b-a9e5-a8f63457a165	native		Oriental region		
3f1fd2d2-48c8-48c9-98b3-c8cdaceb7276	native		West Palearctic region, East Palearctic region		
9fddcf6c-f4e5-43e3-a810-473cd49f578c	native		West Palearctic region		
eab32ed1-fa40-4ff4-b679-8c8214c1fe3a	native		Afrotropical region		
7859c4e5-31f2-4f81-acbf-2d41ad66fdca	native		Afrotropical region		
e95cbb75-6a88-4639-8611-54cad85f8950	native		West Palearctic region		
afb1c4a4-03c2-46fb-85bf-24105b9e3523	native		West Palearctic region		
3bbcfe94-eee5-4e32-9141-8cb6c9d6e230	native		Neotropical region		
4d4b2c73-922c-4f75-a7a0-37bae10fc3da	native		East Palearctic region		
b5c3b9dd-4cc6-47b5-ab0c-639ffbc2ae4b	native		West Palearctic region		
aa6c7a33-d74a-47dc-8620-779eaa541ce5	native		East Palearctic region		
7cc5ec90-6bfb-4a6c-a9cd-1cd1f99038af	native		Afrotropical region		
f5c8498a-0ad7-4e04-810a-12f9bf9b4be7	native		Afrotropical region		
d87bf7bd-c51b-405e-b37f-c50049f546c1	native		Oriental region		
a398f930-3989-4c14-a2e0-4be5470a85aa	native		Nearctic region		
64700cf5-cf8b-4213-a75e-36033839f364	native		East Palearctic region		
d4c01be0-fdd2-4bbb-8f0f-c67236152b27	native		West Palearctic region		
8f7abb52-9b8a-4b77-8bd6-6d50993a019e	native		East Palearctic region		
b5f69f79-5fce-463e-8927-3440067176f8	native		Australian and Pacific regions		
b427a9d7-2994-433b-b244-0420f560c582	native		East Palearctic region		
e576a217-aa7a-4ce3-a3e0-419e77470acc	native		Oriental region		
d9063f81-74e4-4488-bd15-5d0e21c4765c	native		West Palearctic region		
54bd5b10-f53d-4f92-9c29-e2944e093cec	native		East Palearctic region		
a4e6290d-579c-4e47-a8ba-681c9b3d101a	native		West Palearctic region		
bd850bd0-72b6-46c4-bd51-488ca49f65ce	native		Oriental region		
eaa558cb-29fa-45b6-b800-5ccbe1cb4944	native		West Palearctic region, East Palearctic region		
941105fd-752e-49d6-8705-a268be197986	native		Afrotropical region		
a496ce4f-75b8-40f8-b882-5640e69dbfd4	native		Neotropical region		
2c897fcf-8ca5-4374-abd8-af496d0419dd	native		West Palearctic region, East Palearctic region		
060667c8-34e8-486e-97ee-4ae58d9a67f8	native		Afrotropical region		
77b0a1ee-b1c6-43e0-9f6a-d92e42781c6f	native		West Palearctic region, East Palearctic region		
4d4ec900-7ef8-4f63-9506-b079b25fd45b	native		West Palearctic region		
ab2890fc-2190-4619-9875-1e5469e5036f	native		West Palearctic region		
24d4a24d-9568-4e9a-8935-45466030d0cd	native		Australian and Pacific regions		
8eec8b8c-c8cd-451e-ae89-ee1e044a0eaa	native		Afrotropical region		
a1a7d762-b44e-4a23-a1db-1afed9862551	native		Nearctic region		
663242ec-89ed-4169-8a73-44ccde903492	native		Nearctic region		
b24a0b3f-dab4-4c87-bd4f-c29b60b96ada	native		Afrotropical region		
87863d9b-bb84-4b73-b203-3357a8ad464d	native		Neotropical region		
1594f370-d642-4977-afe9-f74530be34f5	native		West Palearctic region (fossil)		
7c5ea4ea-f557-4125-8a55-f1775a84b866	native		West Palearctic region, East Palearctic region		
7295f485-366e-469c-8d3b-fd1e4ca14848	native		West Palearctic region		
b33283c8-890f-43ce-af4b-439ebeb7daee	native		Nearctic region		
9a15e503-88ae-401a-b76a-f5094e8e2316	native		West Palearctic region		
4ba585c9-52f6-452f-8d66-46fb10b89302	native		West Palearctic region		
d7bc488f-5ccb-43a2-9ca4-42653dc53998	native		Neotropical region		
fbef238f-5b6c-4bdf-ae33-ec73c8fea43b	native		Oriental region		
908a4007-ce07-4421-b7ab-003865da4695	native		Nearctic region		
3e852687-8f1d-4d1b-9bef-b3552054e678	native		Oriental region		
b0df2565-be74-4d2c-9868-2533883f8d65	native		Oriental region		
f7de4863-eda1-48b2-afb3-3ac01bcc04d8	native		Neotropical region		
29d9867d-bd7c-455b-9105-408b62b8150b	native		Afrotropical region		
8d3d8dfc-b0de-479e-8282-381cb95325f7	native		West Palearctic region		
999055b7-9430-4e87-a7a7-839f823ec46d	native		Neotropical region		
d18af1b1-635a-4176-8e9f-ea314c212080	native		West Palearctic region		
1f877b8d-97d8-4740-871e-2d8ade737c95	native		Neotropical region		
dfe7cd3c-c935-4ee0-9ec0-26243d1c2d82	native		Nearctic region		
86cce496-40ab-4c60-ad3b-ac5ba9cfadcb	native		Neotropical region		
62345843-1ca7-4c11-a20e-4aba669da1e6	native		West Palearctic region		
e80ae39d-51c5-4ab9-80d6-fba51c03bec8	native		Neotropical region		
25081548-a2f4-4e1a-97d5-e6c90189961c	native		East Palearctic region		
e631478a-f2f7-45f5-856d-a2061b0f4528	native		Oriental region		
a9d1fac9-d8c5-4c55-bae3-70b03ae37207	native		Neotropical region		
d61d4bcb-8f76-4ac2-bc55-8feb1b0a056e	native		Neotropical region		
a4ffe3a6-7021-45f3-8b16-58749ad99d47	native		West Palearctic region, East Palearctic region, [Nearctic region]		
06fac8d1-ac4f-419a-b87b-426e290165ee	native		Australian and Pacific regions		
abe66c8b-7247-460d-9045-2b341e38027f	native		Afrotropical region		
bd7eb0cd-8cf3-42ca-9915-75083bf0a751	native		Australian and Pacific regions		
887cf461-e2f6-418f-b350-b6f6a8c5c8d9	native		West Palearctic region		
379dd1ba-431c-438c-92cc-d3b932107be4	native		Neotropical region		
51a3a3fa-dc7a-4a44-942c-5a36808a38ba	native		Australian and Pacific regions		
af8ab946-bbdb-4b74-b330-e233aecd1975	native		West Palearctic region		
eafe835f-2d65-4943-850b-10bf3ae9b3f2	native		East Palearctic region		
d1c05912-3d4a-4c43-9049-3c0d6b559d51	native		Neotropical region		
800ec070-4b46-48b6-9839-6d6fcca01566	native		Afrotropical region		
e32691ab-b040-44a5-8c04-6ff90a41e956	native		West Palearctic region, East Palearctic region, [Nearctic region]		
c4a4a333-2b14-40e2-8846-210912739848	native		Neotropical region		
1823f9ae-fbb8-40e7-9e34-4191490e2134	native		Neotropical region		
0707aac1-35a6-45f9-8f1c-d1476532b7b3	native		Neotropical region		
a01ac236-a761-4a4c-abe3-179cf155618a	native		West Palearctic region		
fee559a6-0b6a-40e6-befe-556cfcc3a3ab	native		West Palearctic region		
c13f482e-fa5f-40b7-a741-134c552c440a	native		East Palearctic region		
aed75f87-2208-4dbe-b6d7-2ba22a5e7b8f	native		Australian and Pacific regions		
a7d6d136-2cc0-4f4e-b697-bbd6e3021e57	native		Neotropical region		
ad7aabeb-d1a6-4612-b370-0d009d64ab18	native		Neotropical region		
aae2d385534ce5084b7a9b87a94a9470	native		Neotropical region		
a2a296b3-1f67-4692-8864-5a5bb4853d51	native		Oriental region		
846c39c6-34bb-475b-bd7c-0f8d824dc6cf	native		East Palearctic region		
2ff6b8e2-e2b1-4e1a-a00f-2370b95b5140	native		Neotropical region		
a3ffe6be-feac-4406-9e71-66d63c8fdd00	native		West Palearctic region		
3e460264-4c50-4d73-925e-23cb7c4e4416	native		Neotropical region		
7b464c77-80ed-4475-b972-7f975b1fff45	native		West Palearctic region		
449d02c1-9384-41b5-b8db-23e2259de1f0	native		East Palearctic region		
5bcb1e01-45e0-4405-92d1-9607d06df47e	native		Neotropical region		
e43039ae-e019-4a4c-b7ed-b192e60e85e0	native		Nearctic region		
5cd43a23-eef8-47c8-83ca-7a3e76aafb78	native		West Palearctic region		
70b383d8-737a-4b74-b18b-6bc0d0c7877a	native		West Palearctic region		
04b1fde8-a0c5-4afa-a5b8-b9c31cb1030e	native		West Palearctic region		
115ce3e2-a2f2-408e-a627-33dc6a0188b3	native		Afrotropical region		
14a8a9b8-81fb-4b60-a91c-da5dbc65d551	native		Afrotropical region		
8a6b1148-2e86-43f2-80ed-5357ff63eb52	native		Oriental region		
579e7ebc-f6e8-4370-b499-0881b706c85f	native		Nearctic region		
e4bd319d-22a9-4c20-b86f-5a86ab2c6c21	native		Afrotropical region		
13a0a0c2-c660-4255-86b4-265d3a085dbc	native		Oriental region		
fedb44fe-55f2-4093-9456-b36f87ba0100	native		West Palearctic region		
f48d18bc-fe3d-4cf0-87e1-df73f787723d	native		Australian and Pacific regions		
0f9fa79c-3fd0-4004-9c7b-d7c272cedb7d	native		East Palearctic region		
ea8498cd-7463-4e76-bf38-b44bc719c063	native		Australian and Pacific regions		
78eca4b4-2cf4-4e1f-83ae-0679f7b5fcc2	native		Oriental region		
efa4bca4-1b0e-4b9b-a8d0-cde036a8f918	native		Afrotropical region		
a0981c60-6e3b-4f1d-a5e1-2048b19ad3bd	native		East Palearctic region		
cd4b6caa-62b2-4a6e-9e27-b647c12c33b4	native		Oriental region		
99dc4cd9-6487-4f6a-8312-dfd71e459c73	native		Neotropical region		
663f9efe-bb6f-4738-8455-036e8fd2bc66	native		Afrotropical region		
cb6f9f35-f8e0-4c9f-a947-0cc3d381528c	native		Nearctic region		
5afcd236-00d9-48f1-9cb7-21fb41322745	native		Oriental region		
62dd97f3-059b-4be8-b907-cfb595e7003b	native		Neotropical region		
37363e4a-486c-4e34-b772-151ed1e00d08	native		Neotropical region		
d2fb4f2d-1ef7-4f0a-8854-b64eeefd6284	native		Nearctic region		
abd11dc0-1787-4917-8a42-231c533c4933	native		Afrotropical region		
7b0e8d65-dd5b-43a3-a326-b1c23111964f	native		East Palearctic region		
87ec1bf7-b23e-4628-b02b-bb29f98c42e7	native		Nearctic region		
f24ab1a9-9d42-41dd-b6ba-e9055437da54	native		Afrotropical region		
7ed68414-6ade-49a6-bb58-3f65bc36e003	native		West Palearctic region, East Palearctic region		
2ac5593f-19dc-4bfb-8347-fa12a5fc0fa5	native		East Palearctic region		
786ee0e8-b458-4062-9263-1e095315b43e	native		East Palearctic region		
3411f747-3525-4bfb-b2e2-ac065b75c6d7	native		Nearctic region		
1711a385-7d37-48e5-93ef-4f8aba7a6eb3	native		West Palearctic region, East Palearctic region		
62f083e9-254f-4fb9-88c8-85e649436181	native		Afrotropical region		
a9c1f0aa-893e-4148-b2a6-6905ffd64384	native		Nearctic region		
1015c73f-c493-4e9c-9122-f28c613d2305	native		Neotropical region		
ebf8e013-9736-47ff-9156-bd2ea9c30db0	native		West Palearctic region		
898831ac-e735-437f-992f-f4698c6ab249	native		West Palearctic region		
52476076-aeab-4f44-ac2d-c7adb630fcb8	native		Australian and Pacific regions		
54880b42-d214-4010-be93-12bda81cdcaf	native		West Palearctic region		
3172e009-6b09-4640-a2e9-8f693172ca3d	native		Afrotropical region		
7f78fde2-0445-418d-945b-0a8e895c487a	native		West Palearctic region, East Palearctic region		
c7897834-386b-411c-89e0-d3a71b3cdc9f	native		East Palearctic region		
8d9c47cf-0e2f-468a-88fd-478a74430306	native		Oriental region		
b0c6b771-1ea5-4356-90bf-215db088afd9	native		West Palearctic region		
95ca5205-80a4-46a1-94a1-ba9094ca00f8	native		Afrotropical region		
60b3077d-0134-4957-8476-44b5aea786d4	native		Australian and Pacific regions		
000e2965-c96b-4bc1-b71f-b8a40cd5cdba	native		Neotropical region		
a5a29c2f-344b-4326-ad0b-42522477fc66	native		Neotropical region		
7f28adfc-7db6-4552-aa8e-d74de6703c9c	native		Australian and Pacific regions		
f841c712-1bd1-45b9-a42f-43626b67f9aa	native		Afrotropical region		
422b7ba4-13d4-40f4-b1cc-7ac96e40385c	native		West Palearctic region		
c335fcfa-249e-4d56-892e-521e87c74687	native		East Palearctic region		
cb125b4a-db75-4bec-8b4a-92d8810e2d6d	native		West Palearctic region		
0a7553ec-f785-4716-b905-a0f64bb4c8eb	native		East Palearctic region		
195638f8-0581-4d17-a7b4-5de4d01f67cd	native		Australian and Pacific regions		
6987e102-6123-4fd4-aa9b-efd276d9e222	native		Afrotropical region		
a501ccb5-16c0-4f3d-9e82-fdbe8919f867	native		Nearctic region		
c15747cf-03c7-435c-87ce-7f8a3ff3253b	native		West Palearctic region		
b84fc98d-ac95-47f5-bfed-a0ea95605e8a	native		West Palearctic region		
5160b98b-3c97-47f0-9284-f0c542210c58	native		Nearctic region		
6dd1b2e7-ce6a-4dab-9455-7f77753aedc7	native		West Palearctic region		
bf7485b5-7559-46fe-b196-a4ff8cda9535	native		Neotropical region (fossil)		
8a55c478-81d9-4c0d-b7f4-bbea75f177ab	native		East Palearctic region		
eb8e7e45-fc21-479d-80a2-0aaef221d10e	native		East Palearctic region		
a30ced1d-15db-4285-845b-941a34ab818a	native		Neotropical region		
8f2f6ffc-545c-4006-acd6-8d3f4f7e148b	native		West Palearctic region, East Palearctic region		
4e22c853-aef0-4fa4-b87f-a079ce2304a4	native		East Palearctic region		
bb4828d7-ab5b-488a-bf8b-698451295df5	native		West Palearctic region		
