scientific_nameID	parent_nameID	accepted_nameID	name_usage	unacceptability_reason	rank_name	taxon_author	unit_name1	unit_name2	unit_name3	unit_name4	geographic_value	origin	referenceID
65383565-b3f7-4728-8bfc-78385cadb790		c3284eab-af66-47bb-b9bc-d6f71b69f047	unaccepted	other, see comments	Species	(Janse, 1948) Scoble, 1983	Ectoedemia	hobohmi					2a25908f8b87f957d56caef8b5ffb546
01f2019a-46c0-488f-994f-955228ea348c	xQ		accepted		Species	(Meyrick, 1911) Diškus et al., 2003	Stigmella	polydoxa					1b3d5ad83af60450f9c2de99fc7ac22c
0c19954a-885e-46d7-b159-c3bd361e2b89		3f1fd2d2-48c8-48c9-98b3-c8cdaceb7276	unaccepted	other, see comments	Species	Puplesis, 1985	Stigmella	rhododendri					72362453da49dd22742401b32d704f4d
cfd3919f-a8d2-40b3-a619-0b4440a2086d		71a0a723-d68c-48f3-9469-d9a03d2c5935	unaccepted	other, see comments	Species	(Scoble, 1983) Diškus et al., 2003	Fomoria	kowynensis					2a25908f8b87f957d56caef8b5ffb546
ca026def-5f93-4431-be7a-fbff39a76a97	xQ		accepted		Species	Puplesis, 1984	Stigmella	kozlovi					2e51431432032f2027cfa61d3b6ea445
57f9af29-3fd9-416f-b20b-34a3b7c2320d	x38		accepted		Species	(Vári, 1963) Diškus et al., 2003	Acalyptris	krugeri			Africa	Native	df5485d4d441758206f0b0ab7a913844
1b8239e9-afb2-42a8-bdcf-aa731943dfe1		00408494-c1dd-40e3-9534-15980f59db19	unaccepted	other, see comments	Species	(Duponchel, 1843) Bruand, [1851]	Lithocolletis	pallidella					3f2feee318db6ef23912269b361034c0
b22cd30a-be89-4604-9834-0156aa9686c4		566a37db-be38-4bd2-9f99-1b326b328685	unaccepted	other, see comments	Species	(Klimesch, 1940) van Nieukerken, 1986	Ectoedemia	tergestina					8f9ceca6bd365d2d66a3cef493bcb06f
a25c67ba-aaee-4d28-ab9b-387f5921035e	x38		accepted		Species	(Wagner, 1987) Diškus et al., 2003	Acalyptris	lotella					1b3d5ad83af60450f9c2de99fc7ac22c
8183e6e6-fbdf-4019-92e4-4a67548ef5ef		8974a4e1-6bb5-4695-86fb-aa53e6b50192	unaccepted	other, see comments	Species	Klimesch, 1940	Nepticula	arifoliella					e1b2936a16fbe2aca3abf582efb37d63
81547893-92b2-4fec-ae8d-7f7cb60f2293		dd6734d8-47dd-4849-a812-978c1b312a8a	unaccepted	other, see comments	Species	Clemens, 1861	Nepticula	platanella					e56db54953a864b3cf307f9b233e6ca4
a18861f7-1482-4b6e-bcdc-8e7604ce9974	xQ		accepted		Species	(Jones, 1933) Wilkinson et al., 1979	Stigmella	braunella					43ed03af906982c570bc1d857801ecae
b20fd6fc-fcad-4cf8-8010-2bc1df6e20d0		ddaf845a-6b40-42f1-9dcd-a3781427e842	unaccepted	other, see comments	Species	Frey, 1857	Nepticula	aucupariae					32ffbde0bda67b5ba8ff4fd1f5db2337
1b5c0dbf-663b-4bfd-95f4-062404d565dd		d7fdc370-1dd5-44ee-9ff7-a6b78ebcfdbe	unaccepted	other, see comments	Species	Chrétien, 1914	Nepticula	teucriella					78670b0f1df228543f4ead422bab774e
579e7ebc-f6e8-4370-b499-0881b706c85f	xS		accepted		Species	(Braun, 1927) Wilkinson et al., 1981	Ectoedemia	virgulae					978b3a4142237bb3d64932951296232d
c9e4278f-360f-4fa0-87fd-012f346b3df9	x3L		accepted		Species	(Z. Laštuvka & A. Laštuvka, 2007) van Nieukerken et al., 2016	Glaucolepis	lavandulae					c70597d0eb88dfc8fdf0043af7a05925
cf778dc8-401f-4bd6-ae3c-e128a6902245		9f2fbdb0-7c06-4453-a9fc-1ee7f513c970	unaccepted	other, see comments	Species	Amsel & Hering, 1931	Nepticula	rhamnophila					fd4d02f442272f88f5123b18d0e66e69
0bdcd1d4-3382-45e3-a547-a9e54df6bd27		8974a4e1-6bb5-4695-86fb-aa53e6b50192	unaccepted	other, see comments	Species	Stainton, 1854	Nepticula	acetosae					e27f93dcd3309ca755932487ce6c18fa
7b369500-dfd8-4015-a5cd-044060ff10b5	xS		accepted		Species	Mey, 2004	Ectoedemia	tersiusi			Africa	Native	4a51c7e478c3e5afd64d3b9460cf7c44
01c8d1b0-d671-4e41-87ee-622d56417e30	xL		accepted		Species	Davis & Stonis, 2007	Pseudopostega	duplicata					34a3062e5e94dbbb30847bac19be229d
61916159-f5c1-4c7a-b227-63092a5707e6		597b3939-4a4c-4691-a460-4624de1f6852	unaccepted	other, see comments	Species	Scoble, 1980	Niepeltia	acumenta					6952afb9102200a43a3b5528fefb449e
1a391111-4fd7-4017-8943-1311029c554e	xL		accepted		Species	(Walsingham, 1914) Davis, 1989	Pseudopostega	pumila					5e04f9b7d143b96588e22b050b12f60d
ffa45e91-8fda-4eae-8bef-436d94cf65f3		6cf924d2-adf1-405d-8486-6dab57faf6cc	unaccepted	other, see comments	Species	Klimesch, 1979	Trifurcula	sanctibenedicti					1350b595b7c68a9dc828cf0f7cc5762b
fee559a6-0b6a-40e6-befe-556cfcc3a3ab	xS		accepted		Species	(Mariani, 1939) van Nieukerken, 1985	Ectoedemia	heringella					9e17f6cef155adf3aa313d9d37a8a5fc
8f7abb52-9b8a-4b77-8bd6-6d50993a019e	xS		accepted		Species	Sato in Shinozaki et al., 2012	Ectoedemia	cerviparadisicola					7fe0f40aeb81b96ad2ff629da11a477c
736b22d9-e2b7-4f86-a21e-818cf61e5d9d		4a12829b-a590-4625-a2fb-fb1916658af0	unaccepted	other, see comments	Species	(Groschke, 1944) Hering, 1957	Niepeltia	lentiscella					739e775991d86e3b59bec89d9656475d
8e825698-127f-425f-8e05-d8e8ccc3422b		07ec8500-9444-4cd1-9504-b0e09a675d24	unaccepted	other, see comments	Species	(Scoble, 1983) Diškus et al., 2003	Fomoria	jupiteri					2a25908f8b87f957d56caef8b5ffb546
c335fcfa-249e-4d56-892e-521e87c74687	xQ		accepted		Species	Puplesis, 1991	Stigmella	montana					07a926f9f8719a03b2b25668ae50d739
b7e2f11b-f845-43f4-a742-850d9abae684		9bbb5be2-1d72-43f3-8465-ed4b2e17f4f6	unaccepted	other, see comments	Species	Joannis, 1908	Nepticula	erythrogenella					91d318a100a4d30e290d648823a32f0b
5202c61d-066c-4a48-98de-07f1fb47933e		e1ab2b2d-e70f-4dfe-82b6-dc483f99f505	unaccepted	other, see comments	Species	Wilkinson, 1981	Ectoedemia	helenella					c70597d0eb88dfc8fdf0043af7a05925
6cc82cdd-276b-4f5f-b716-f069d4834ee1	xY		accepted		Species	(Scoble, 1983) van Nieukerken et al., 2016	Muhabbetana	wilkinsoni			Africa	Native	c70597d0eb88dfc8fdf0043af7a05925
db4f601d-ea6b-499d-92c3-6df2efbdd255	xQ		accepted		Species	Scoble, 1978	Stigmella	hortorum			Africa	Native	5749c56c16bc319811b63b7bc80494bd
dec94249-14eb-492e-9b37-4eb1430521db		fbef238f-5b6c-4bdf-ae33-ec73c8fea43b	unaccepted	other, see comments	Species	Meyrick, 1922	Opostega	index					4fab7e9a89837d7d18804b0ab4743f0e
4e7ec4b2-8cad-4673-a6dc-5b2870cc7d89		e2d103ba-b21e-4f78-9ae5-ba212703ecb9	unaccepted	other, see comments	Species	Meyrick, 1911	Opostega	epistolaris					b9799e0fb5001bdf121921f90e297ae3
407bd0cb-44b9-45a3-bcf4-ee02c849f7d5	xL		accepted		Species	(Meyrick, 1916) Puplesis et al., 1999	Pseudopostega	myxodes					aeda3063c4446cbf7b7b6ce34972202a
2b706f55-11e0-4947-a923-6e94f134f50f	x34		accepted		Species	Meyrick, 1880	Opostega	stiriella			Australia	Native	f7af01b653d2e8ca82ee227cf7f6b478
3ad40c5c-85bf-4ae5-a24f-93bcc68e3a89		9fddcf6c-f4e5-43e3-a810-473cd49f578c	unaccepted	other, see comments	Species	Heinemann, 1862	Nepticula	carpinella					5156517398fbd43d9dafbb950cd5d1d4
f1f1a65e-20fb-41f7-803a-52b7f326f89f		51313505-50f4-4c7a-adfa-955363273cb5	unaccepted	other, see comments	Species	(Parenti, 1963) Klimesch, 1976	Fedalmia	saturejae					ae42b44ffe0f320edbcd8ed4d70e7ec2
ee6ac619-e7e2-441d-9e6c-63093cd875f8	xQ		accepted		Species	(Glitz, 1865) Vári, 1944	Stigmella	pyri					9c36fa5bdec931a4a3c88ed449708618
7ff25199-a104-4cc4-ba72-9ddfea388429	xQ		accepted		Species	(Walker, 1864) Dugdale, 1988	Stigmella	maoriella			Australia	Native	a63f12ffd742d3459f24d067b743f2a5
798f16d3-bd0f-44ba-bf72-94a00158a8d3		3f1fd2d2-48c8-48c9-98b3-c8cdaceb7276	unaccepted	other, see comments	Species	Kemperman & Wilkinson, 1985	Stigmella	sesplicata					c70597d0eb88dfc8fdf0043af7a05925
bb4828d7-ab5b-488a-bf8b-698451295df5	xQ		accepted		Species	(Doubleday, 1859) Karsholt et al., 1976	Stigmella	perpygmaeella					07ecd95065ac08f5bc2cbfbe36f30c0f
ea29145f-f220-4efa-ba23-282dcddc3772	xQ		accepted		Species	(Herrich-Schäffer, 1855) Klimesch, 1951	Stigmella	splendidissimella					4f401e5ca997be8781dc18d45a1695fc
0d5613e3-f575-4632-9713-2031314181b8	xQ		accepted		Species	Puplesis, 1984	Stigmella	omelkoi					688bd9af622090723f71ec5ec7881799
ec40b86a-3025-4525-905b-a9cbd9f7e838		a4ffe3a6-7021-45f3-8b16-58749ad99d47	unaccepted	other, see comments	Species	Klimesch, 1948	Stigmella	caulescentella					ee3bf905d14daf49ccedec7c85656d16
3eef649b-bd70-46e5-b497-6b73dd6252fd		22bc7db9-2fa1-451d-87bd-d8262b231dc8	unaccepted	other, see comments	Species	Zeller, 1848	Opostega 	reliquella					bb2d1af8598edcf65a1370e984c81ccc
2ff6b8e2-e2b1-4e1a-a00f-2370b95b5140	xL		accepted		Species	Davis & Stonis, 2007	Pseudopostega	contigua					34a3062e5e94dbbb30847bac19be229d
3c984d40-3232-4c10-a477-e4959458c13a	xQ		accepted		Species	(Frey & Boll, 1878) Wilkinson et al., 1979	Stigmella	populetorum					43ed03af906982c570bc1d857801ecae
4b3cfacb-a02c-4da6-b992-cde989c71ad9		d1c12ff1-2188-4381-bdfa-39fdc841e6c5	unaccepted	other, see comments	Species	Puplesis, 1984	Microcalyptris	galinae					eb977509325631af03e9ecee39b18e1f
e2b145ef-09e1-4e74-9f12-3cc1868c9aca		8888a28a-5b9d-4a6d-b7ea-e933c6ed5194	unaccepted	other, see comments	Species	(Puplesis & Diškus, 1996) online combination	Ectoedemia	flavimacula					0f1e29aae5e61bc5bb05492999646f64
de805fa5-9e9f-41e2-862d-6a75e3e32d69	xL		accepted		Species	Davis & Stonis, 2007	Pseudopostega	subtila					34a3062e5e94dbbb30847bac19be229d
70e95a54-061b-4fba-b54b-dc299726bd0b	xQ		accepted		Species	Puplesis & Krasnilnikova, in Puplesis, 1994	Stigmella	ficulnea					72362453da49dd22742401b32d704f4d
56a00792-928b-4958-9f13-3851aa7f3953		8f2f6ffc-545c-4006-acd6-8d3f4f7e148b	unaccepted	other, see comments	Species	Haworth, 1828	Tinea	trimaculella					15bdbaa740f3245c9505afa7f8f66ff2
ab248dec-d328-4df0-b85f-55edc5e8e00a		b077d51c-fdfc-41a3-a243-38575f0a02f4	unaccepted	other, see comments	Species	Davis, 1978	Oligoneura	basidactyla					a80b48f5719a3334a371e492bd01c6d6
afead176-0971-4168-a37d-b8b2fb8f5827	xQ		accepted		Species	(Chambers in Hayden, 1882) Wilkinson et al., 1979	Stigmella	quercipulchella					43ed03af906982c570bc1d857801ecae
91c8b9b1-4dd1-41f0-93de-f4e3e460ede9		e1ab2b2d-e70f-4dfe-82b6-dc483f99f505	unaccepted	other, see comments	Species	Chambers, 1878	Nepticula	bosquella					
f90e3a9a-1e6d-49b2-bd22-fb74a4714bfe	xG		accepted		Species	(Tutt, 1899) Johansson, 1971	Trifurcula	eurema					0d9561cdb3053f15f0015983b96535f3
fbbbfaee-4e10-4969-8603-a7fed329dbdd		61f40094-a341-4fb3-9619-6d9dff9ca074	unaccepted	other, see comments	Species	Braun, 1914	Nepticula	trinotata					8e856a65b6dfc1f5182843e91669a4d6
2ff84b62-5354-484a-897b-e4a55727471d		6cc82cdd-276b-4f5f-b716-f069d4834ee1	unaccepted	other, see comments	Species	(Scoble, 1983) Diškus et al., 2003	Fomoria	wilkinsoni					2a25908f8b87f957d56caef8b5ffb546
1d7669c6-ad07-42a2-883a-82910f245e36	xQ		accepted		Species	(Meyrick, 1913) Scoble, 1978	Stigmella	nigrata			Africa	Native	5749c56c16bc319811b63b7bc80494bd
4d4ec900-7ef8-4f63-9506-b079b25fd45b	xQ		accepted		Species	(Johansson, 1971) Emmet, 1976	Stigmella	roborella					343af892af9be121c498c259a80a2a40
08e8e954-5191-4e95-a8c4-856bd0dea3e1		4a35f422-8534-4e5b-aaaa-03a43e495665	unaccepted	other, see comments	Species	Sorhagen, 1922	Nepticula	discrepans					b1f404a2603fd73ca8781f6f7d3061eb
d30bcf69-9da4-40cd-90c5-9456c37f033a		c2e2b72d-ee31-42d2-9dee-246d28399877	unaccepted	other, see comments	Species	Dufrane, 1949	Stigmella	libiezi					4ae81290ca3d7d6cbdff7748d180f6da
ced8c0b3-ced5-452a-93d2-191b244d30ec	x38		accepted		Species	(Scoble, 1980) Vári et al., 2002	Acalyptris	obliquella			Africa	Native	6952afb9102200a43a3b5528fefb449e
5d3e0392-51eb-4795-b2e4-b36a447e27c3	xQ		accepted		Species	(Herrich-Schäffer, 1855) Beirne, 1945	Stigmella	minusculella					4db3810d8f8500925bba60337489c3a8
17098f61-7c92-4b3c-883a-a88b68d2d6c9		7ed68414-6ade-49a6-bb58-3f65bc36e003	unaccepted	other, see comments	Species	Glitz, 1872	Nepticula	diversa					9210ecf0161446fc1a7bf996768b14fd
bd69e1df-15dc-4f46-9b72-dfdb635e9587		a13466b1-5bca-4773-882f-1b4927cce732	unaccepted	other, see comments	Species	Nolcken, 1871	Nepticula	tengstroemi					ffbe1c5d81126e24b83d11df62b7d4c6
a501ccb5-16c0-4f3d-9e82-fdbe8919f867	xQ		accepted		Species	(Braun, 1927) Wilkinson et al., 1979	Stigmella	procrastinella					43ed03af906982c570bc1d857801ecae
856a8aa9-0a08-43a7-b529-a166040f485e		79905db7-4e41-4e9c-b8c0-27f2960252e2	unaccepted	other, see comments	Species	(Haworth, 1828) Stainton, 1849	Nepticula	ruficapitella					54f15934cee806a484b7d8f9fd71a705
7f4aba29-728e-45f1-b84b-9992a40ceca2		32678751-66d8-42ee-96ec-d22ded1188bf	unaccepted	other, see comments	Species	Puplesis, 1994	Stigmella	indigena					f05474f655a24bc301e3d2a4a19fcb6e
c61a995b-41f1-4261-a609-ded1f669f16c		89d53680-e6ad-4e90-a1f2-0ad8cef0b1e8	unaccepted	other, see comments	Species	Skala, 1941	Nepticula	amseli					39476a5a058a2ed315ab73db1bf7eed7
e0f8705e-565c-4fc8-ba2e-ddbc4c1c0a72		d05263aa-5341-4e8f-aefe-4d95464eee57	unaccepted	other, see comments	Variety	Klimesch, 1950	Nepticula	rhamnella					18d61c90cbb17888374a0df2bed6d1c5
1e282338-0328-44df-8d67-ca9c4e7c7bd1		5eee23e8-fa68-4136-8809-e92ff94b00c1	unaccepted	other, see comments	Species	Dovnar-Zapolski, 1969	Stigmella	celtivora					9793bc20a143cdb811ae3763ce3dd050
5422fcc9-c3f0-47f3-b065-6dc8eca9b27f	x32		accepted		Species	(Hoare, 2000) Diškus et al., 2003	Fomoria	pelops			Australia	Native	a2c0fcc16693e184c2c9d19890a82137
4f1b5a85-32be-4efd-a38c-8c7a63814dfb	xL		accepted		Species	Davis & Stonis, 2007	Pseudopostega	ecuadoriana					34a3062e5e94dbbb30847bac19be229d
cc8dc886-0c28-448f-b538-17dc268a0950		f90e3a9a-1e6d-49b2-bd22-fb74a4714bfe	unaccepted	other, see comments	Species	(Tutt, 1899) Beirne, 1945	Levarchama	eurema					0d9561cdb3053f15f0015983b96535f3
50cad846-f5dd-4012-b23c-969fcc6cd3c6		8d01048b-115f-4a0a-b763-8df20d37e69a	unaccepted	other, see comments	Species	Z. Laštuvka & A. Laštuvka, 2007	Trifurcula	andalusica					ce36556d149cccf1765c773bf295f9ab
0774ee79-96ea-48e7-9e79-b1ee8865700c	xQ		accepted		Species	(Hudson, 1939) Dugdale, 1988	Stigmella	sophorae			Australia	Native	c2374dab9878fef12dc33ebafb7a8d85
15a8dd1e-2c59-4fb3-adb4-13f1cfe48f36	x38		accepted		Species	Diškus & Stonis in Stonis et al., 2013e	Acalyptris	statuarius					74553392b19283f0d45311f302aa2e23
26eba978-c5a8-4f73-86f4-3596df8eb285		422b7ba4-13d4-40f4-b1cc-7ac96e40385c	unaccepted	other, see comments	Species	Rössler, 1881	Nepticula	agrimomella					204e24e6c4a3b6e1659f1c6d7a5cb7a3
43c2cfbb-b18d-4be4-8b1f-c4cfd8c12976		b9e3fc69-acec-4f4a-ac6e-78804e95fe52	unaccepted	other, see comments	Subspecies	Davis & Stonis, 2007	Pseudopostega	dorsalis					34a3062e5e94dbbb30847bac19be229d
408478fb-6b08-4cf9-8d1e-dbbeefd78e71		8944eebb-7a76-48b4-a7b2-b4a90ae7b850	unaccepted	other, see comments	Species	Stephens, 1829	Microsetia	nigrociliella					919cc881dd80825498095eb89920487f
953e50d0-31c2-45f7-9c1f-4ca2db1ff51b	xQ		accepted		Species	Vári, 1955	Stigmella	parinarella			Africa	Native	ef7115451b4088a793cb6798a2b50a10
770c2770-6a18-4753-ad90-451e48b36d55		3f1fd2d2-48c8-48c9-98b3-c8cdaceb7276	unaccepted	other, see comments	Species	Puplesis, 1985	Stigmella	magica					654e64d60473a97692161654ff5b2ce6
8b3c46a1-77c1-4b8f-a25f-25ada2723479		8cdbaef8-e0c2-49ff-8edc-b1e4783cb834	unaccepted	other, see comments	Species	(Meyrick, 1913) Diškus et al., 2003	Fomoria	stimulata					b32d1d89065f4110dc9fa7d6fe7a6ae3
b84fc98d-ac95-47f5-bfed-a0ea95605e8a	xQ		accepted		Species	(Wood, 1890) Beirne, 1945	Stigmella	torminalis					ded0f3aee0fc4444169ed6597ec220a5
c35d50b3-6af8-4092-966b-bce9911a6eec		ea29145f-f220-4efa-ba23-282dcddc3772	unaccepted	other, see comments	Species	Frey, 1856	Nepticula	splendidissima					3b7c5c8de0f76b3461b8174e975bfa9b
10c98861-0d17-4baa-827d-8758e60d2585		a4ffe3a6-7021-45f3-8b16-58749ad99d47	unaccepted	other, see comments	Species	(Schrank, 1802) Sand, 1879	Nepticula	rosella					9e0defc63a2e07fdfd0be3c356c591e7
674dae03-7c8c-45f4-89bf-0e776d6f79ec	x32		accepted		Species	(Minet, 2004) van Nieukerken et al., 2016	Fomoria	scobleella			Africa	Native	c70597d0eb88dfc8fdf0043af7a05925
d702dd23-8c61-49d1-80ed-9acc81c4d7ec	xQ		accepted		Species	(Meyrick, 1918) Fletcher, 1933	Stigmella	argyrodoxa					d94c0f1784ae47f5e173a5d5d6613b47
d981f791-848a-4505-be5f-d7f0f1734a85		cdb4839e-5101-4f53-adda-254a00d33b4e	unaccepted	other, see comments	Species	(Yang, 1989) Diškus et al., 2003	Glaucolepis	sinica					1b3d5ad83af60450f9c2de99fc7ac22c
00e0a228-47a5-41a9-82fa-6e22448393c7		cf0242c9-bc1c-40c7-bc28-f58d3bcb9d49	unaccepted	other, see comments	Species	(Stainton, 1884) Gerasimov, 1952	Stigmella	hodgkinsoni					f8882bbd3e0bc760b898cbf66d85c931
4461a747-0ad5-4488-a34b-853f2b419292	x32		accepted		Species	Puplesis, 1984	Fomoria	permira					688bd9af622090723f71ec5ec7881799
26833e4d-53b5-4bc3-aa8c-367670d2ecac	xQ		accepted		Species	Hirano, 2014	Stigmella	kumashidei					f9ef730a49329d07c0815bdb7fa6ad4c
3632c389-fd33-49e4-b0e1-75684b9edc02		afead176-0971-4168-a37d-b8b2fb8f5827	unaccepted	other, see comments	Species	Chambers in Hayden, 1882	Nepticula	quercipulchella					
f496d85b-1dbd-4035-823f-735b5fb953bc		a7d6d136-2cc0-4f4e-b697-bbd6e3021e57	unaccepted	other, see comments	Species	Meyrick, 1931	Nepticula	hylomaga					731f8ffcd2629eba7be7bf66eab9afe5
f24ab1a9-9d42-41dd-b6ba-e9055437da54	x32		accepted		Species	(Gustafsson, 1972) Diškus et al., 2003	Fomoria	gambiana			Africa	Native	1b3d5ad83af60450f9c2de99fc7ac22c
83fc9a0d-ce8f-47d7-9388-d0eabbc118c9	xQ		accepted		Species	Puplesis & Diškus, 1996	Stigmella	aflatuniae					9e6f4a9e243a41bd8f4ad0dac3ce1f45
692724a4-90da-4b03-a098-f74f497afac4		b9d83cb3-1fb3-4ca0-bdeb-f014229c148e	unaccepted	other, see comments	Species	Joannis, 1908	Nepticula	spinosella					91d318a100a4d30e290d648823a32f0b
9a83ef7a-fa32-4e35-af30-4b74cd801c3a		4a35f422-8534-4e5b-aaaa-03a43e495665	unaccepted	other, see comments	Species	(Haworth, 1828) Stainton, 1849	Nepticula	atricapitella					54f15934cee806a484b7d8f9fd71a705
b262cde4-a526-405b-a490-4577e8740311	x38		accepted		Species	Puplesis & Robinson, 2000	Acalyptris	platygnathos					9e074d6a222ea0b560a6fea5e38899ed
a37ab38c-f165-4a3a-8346-f35a61396937		3f1fd2d2-48c8-48c9-98b3-c8cdaceb7276	unaccepted	other, see comments	Species	Kemperman & Wilkinson, 1985	Stigmella	oa					c70597d0eb88dfc8fdf0043af7a05925
5e7d008d-7e40-4c10-ba64-08b2963b7585		aa0cfe0a-722c-43fc-b7e6-3c104c5f9c08	unaccepted	other, see comments	Species	Meyrick, 1906	Nepticula	funeralis					781ffbe390a29c322cd399ed754d37bd
77c25561-131a-4242-8b89-58300255a4a6	xG		accepted		Species	(Chrétien, 1915) van Nieukerken et al., 2016	Trifurcula	bicolorella					c70597d0eb88dfc8fdf0043af7a05925
e6a7a15c-3ba2-4fd2-9ea3-b52e5c8c6144	x36		accepted		Species	(Walsingham, 1904) van Nieukerken, 1983	Parafomoria	tingitella					01bb705bb917a7065254e4d13f4f84e6
e9795dc2-bbdc-434d-a95e-04f5d5ffaa08		a13466b1-5bca-4773-882f-1b4927cce732	unaccepted	other, see comments	Species	Stainton, 1888	Nepticula	serella					7e40d46fb4f2b06d135d368029d946f3
43f22cb7-6bb3-44e2-b249-1192cc2153da		1ce1d734-c850-4430-b99d-aaef541a1ca4	unaccepted	other, see comments	Species	Janse, 1948	Nepticula	lorantivora					4f1fab140ddb10e1c67dce1ecd88459e
3252b204-185f-49c6-a71d-1547e3a73976	xQ		accepted		Species	Kemperman & Wilkinson, 1985	Stigmella	tranocrossa					af8296be8db3f11e9426417960ec0883
38b6ffdf-aced-4aa5-848b-34ea017b5358	xQ		accepted		Species	(Braun, 1917) Wilkinson et al., 1979	Stigmella	intermedia					43ed03af906982c570bc1d857801ecae
46cd0416-9d00-465a-9d09-20004624422e		65e2b630-a58d-4666-a2ea-951c380ba351	unaccepted	other, see comments	Species	Klimesch, 1978	Nepticula	pyrellicola					39f71061b317b456f07ba2ae42385549
e61cb666-71f9-46e9-9d04-11d43df03d5c		e32691ab-b040-44a5-8c04-6ff90a41e956	unaccepted	other, see comments	Species	(Zeller, 1839) Emmet, 1971	Dechtiria	argyropeza					aa4f324af3c86bd194c23142ed332c3f
e25f1034-1f3e-4e6f-b232-b635c0a346f7	xS		accepted		Species	(Braun, 1912) Wilkinson et al., 1979	Ectoedemia	ulmella					43ed03af906982c570bc1d857801ecae
7483fb46-6efe-420b-bf75-132f5cf85323	xQ		accepted		Species	(Clemens, 1861) Wilkinson et al., 1979	Stigmella	rosaefoliella					43ed03af906982c570bc1d857801ecae
5c05746a-32fe-4a23-9046-ec696d07a223		9482d9ed-2690-4af5-b071-0499dc5e404f	unaccepted	other, see comments	Species	(Klimesch, 1937) Klimesch, 1948	Stigmella	loranthella					9ca17c63f94934276e6eaa5e90f744bc
a7eaf716-29a1-4646-811e-8a7997d0c825		bd934d0d-d2c4-439b-892a-524006de03b5	unaccepted	other, see comments	Species	Clemens, 1861	Nepticula	corylifoliella					e56db54953a864b3cf307f9b233e6ca4
bd0deebe-c1e0-4c93-823a-ef7ee3adb8ce	x3C		accepted		Species	Puplesis & Robinson, 1999	Opostegoides	argentisoma					cad76d90bde028311fc995115e990401
969680c1-eefe-4d22-bd1a-e1479d532b45		70b383d8-737a-4b74-b18b-6bc0d0c7877a	unaccepted	other, see comments	Species	Klimesch, 1953	Trifurcula	maxima					cace599c0145b13d01affd3793e83ae7
6c7ad1a9-6063-41ec-a3f5-806965da036f		e32691ab-b040-44a5-8c04-6ff90a41e956	unaccepted	other, see comments	Species	(Zeller, 1839) Zeller, 1848	Nepticula	argyropeza					bb2d1af8598edcf65a1370e984c81ccc
887cf461-e2f6-418f-b350-b6f6a8c5c8d9	xG		accepted		Species	(Walsingham, 1908) Klimesch, 1975	Trifurcula	ridiculosa					115476aee8f986d8e7ee32031d21adb3
f6748e64-cf2b-4e69-8c50-98c85de5848a	x3U		accepted		Species	(Heyden, 1862) Kozlov, 1988	Stigmellites	fossilis					ba55f2cf93014dbece515d485d090afe
f8512e67-cfcd-4791-bd5b-4e883c13681f		e32691ab-b040-44a5-8c04-6ff90a41e956	unaccepted	other, see comments	Species	Zeller, 1839	Lyonetia	argyropeza					aa4f324af3c86bd194c23142ed332c3f
32a0f47c-4c51-47fd-a76b-85fd87e15e4a		1f877b8d-97d8-4740-871e-2d8ade737c95	unaccepted	other, see comments	Species	Davis, 1978	Artaversala	gilvafascia					a80b48f5719a3334a371e492bd01c6d6
20c7a951-19c7-4b88-8727-cfeaa69c84e8	xS		accepted		Species	(Linnaeus, 1767) Robinson et al., 1983	Ectoedemia	occultella					0d44f1dffa08d0bac39e5909a6c97d7f
48d87af4-e375-49ef-b259-53e459740534	xL		accepted		Species	Davis & Stonis, 2007	Pseudopostega	brevivalva					34a3062e5e94dbbb30847bac19be229d
884a76dc-fda7-4271-b384-3d85204fc232		51313505-50f4-4c7a-adfa-955363273cb5	unaccepted	other, see comments	Species	Parenti, 1963	Stigmella	saturejae					e145ecd75b039911aa0ba143cd6148df
06d0ceecebef2ebf911974a8442875c8		d4bdba75-0355-4679-9da7-71df1c9b2ba6	unaccepted	other, see comments	Species	Hoare & van Nieukerken, 2013	Pectinivalva	quintiniae					ed4ae39593b16a94001a2c8deadab730
d60fe2c3-b3ad-4e26-863f-4e1b4994c642		79905db7-4e41-4e9c-b8c0-27f2960252e2	unaccepted	other, see comments	Species	(Haworth, 1828) Stephens, 1834	Microsetia	violaceella					3e787ecf4c5a63a38c6c6f978bc89001
d33bbeca-bc39-458f-91c1-114b3a9127a4	xQ		accepted		Species	Donner & Wilkinson, 1989	Stigmella	platina			Australia	Native	9ac5a776effdf67f6a22a3126441a2a4
6273ddd4-fd68-41be-bde8-9a0615844ad5	x32		accepted		Species	(Braun, 1925) Wilkinson, 1979	Fomoria	hypericella					02a07dddffe2130f5408b3c546187f02
b037e88f-885f-4851-ad4b-3852544c5ad7		9050dc48-75a2-42c7-bf6f-064de22e165e	unaccepted	other, see comments	Species	(Bedell, 1848) Stainton, 1849	Nepticula	quinquella					54f15934cee806a484b7d8f9fd71a705
aa0b3162-1354-4da7-a6cf-6961901075db	xS		accepted		Species	Wilkinson & Scoble, 1979	Ectoedemia	canutus					43ed03af906982c570bc1d857801ecae
87c23807-6f2c-49ad-9c99-85e6563b3d78		5af84828-4052-4c95-9367-43633410f425	unaccepted	other, see comments	Species	(Herrich-Schäffer, 1855) van Nieukerken, 1986	Ectoedemia	decentella					4db3810d8f8500925bba60337489c3a8
