scientific_nameID	parent_nameID	accepted_nameID	name_usage	unacceptability_reason	rank_name	taxon_author	unit_name1	unit_name2	unit_name3	unit_name4	geographic_value	origin	referenceID
e0878706-f01b-4cf1-9de3-1e7bf061e77e	xQ		accepted		Species	Diškus & Stonis in Stonis et al., 2016	Stigmella	emarginatae					4ae8660c4220afd179bd9f8a667c5620
7295f485-366e-469c-8d3b-fd1e4ca14848	x32		accepted		Species	(van Nieukerken, 2008) van Nieukerken et al., 2016	Fomoria	degeeri					c70597d0eb88dfc8fdf0043af7a05925
7d6e6942-d72c-4b6f-850c-b1cfa5f801bc	xQ		accepted		Species	Kemperman & Wilkinson, 1985	Stigmella	zelkoviella					af8296be8db3f11e9426417960ec0883
eb8e7e45-fc21-479d-80a2-0aaef221d10e	xS		accepted		Species	Puplesis, 1985	Ectoedemia	ermolaevi					654e64d60473a97692161654ff5b2ce6
efee0982-d402-4a75-817d-d852a7f65061		e7b839e8-2fe0-4a84-90ea-5a7feebb28fb	unaccepted	other, see comments	Species	(Puplesis, 1994) van Nieukerken et al., 2002	Ectoedemia	biarmata					72362453da49dd22742401b32d704f4d
3ce06032-25fc-4d99-ae03-b38baf675e07		1a875b06-25e8-44d8-949e-66ef2742a526	unaccepted	other, see comments	Species	(Meyrick, 1916) Diškus et al., 2003	Stigmella	liochalca					894c0591e767035f871dc4d83f5b8399
2db55593-f0e0-480e-a4b8-bf4ee1bd5f85	xQ		accepted		Species	Puplesis & Diškus, 2003	Stigmella	himalayai					321895b059051deded222b900ff1757c
3ea062ac-0ebd-45b8-992e-77be5ef84f20	x3N		accepted		Species	(Swezey, 1921) Davis, 1989	Paralopostega	peleana			Australia	Native	ffe02cec7b240ae6ac2c6dd89d05e733
4c1a2306-7f95-419f-a984-345a1f6a09dc		a0ac3e15-7c95-417b-acda-7473ba9e3807	unaccepted	other, see comments	Species	Braun, 1910	Nepticula	diffasciae					8ee3f5f306188c9fa3c43f141a673aed
e0b3311b-ba33-4675-9c2f-9cace68e7c03		af233389-fd8c-46e7-b19c-9c6812222d43	unaccepted	other, see comments	Species	(Stainton, 1854) Johansson, 1971	Trifurcula	headleyella					e27f93dcd3309ca755932487ce6c18fa
dccc7411-5334-4223-854d-ca9de2427def	xQ		accepted		Species	Diškus & Stonis in Stonis et al., 2013d	Stigmella	lauta					76176bca2bc270e3e0367a185aa547bd
6f3c5c2f3d7dc8b2736f2ca5d829ce2c	xQ		accepted		Species	Remeikis & Stonis in Stonis et al., 2014	Stigmella	semilactea					92651e66eff89c214937442b80a171bc
54133450-e88f-4a9e-83f6-9f8de1d26676		29b8823c-b606-41ed-af11-a4ca5710cdeb	unaccepted	other, see comments	Species	Meyrick, 1934	Nepticula	hoplometalla					ba236af8bfa55325a7fd22e37466734f
abe516df-e884-41da-b887-bdc58ec2f7ea		78eca4b4-2cf4-4e1f-83ae-0679f7b5fcc2	unaccepted	other, see comments	Species	Meyrick, 1915	Opostega	uvida					bdff829ccca3ad932cc31b00ec6cbe5c
ae48188c-9416-4ff8-aabd-59e2abff64e8	x38		accepted		Species	(Meyrick, 1926) Diškus et al., 2003	Acalyptris	heteranthes					39e0f584205a5071168ae0d0f923b5e2
8fd197e5-d5c5-4514-b564-2208ebfe351b		18b72871-f476-4e65-a7b4-005f3abf5b5c	unaccepted	other, see comments	Species	(Chrétien, 1915) Klimesch, 1975	Ectoedemia	hamirella					580a9c454ab2cb006d892b3a03b1fbf1
721cd48962941bf67f7bd7c8ba52ac8a		60b3077d-0134-4957-8476-44b5aea786d4	unaccepted	other, see comments	Species	(Meyrick, 1906) Nielsen, 1996	Pectinivalva	libera					781ffbe390a29c322cd399ed754d37bd
8d3d8dfc-b0de-479e-8282-381cb95325f7	x36		accepted		Species	(Peyerimhoff, 1871) van Nieukerken, 1983	Parafomoria	cistivora					c1ed8a686f0cdb9941d59960ad40c833
38b1111a-bbd3-4d08-b2ae-5e7e7274f7df		20c7a951-19c7-4b88-8727-cfeaa69c84e8	unaccepted	other, see comments	Species	Freeman, 1962	Nepticula	lindquisti					9fce31cc10cac5174ede32b4c524822b
fc0742e4-3068-438f-ba51-4c95eeb6bda1	xY		accepted		Species	(Scoble, 1983) van Nieukerken et al., 2016	Muhabbetana	nylstroomensis			Africa	Native	c70597d0eb88dfc8fdf0043af7a05925
fd9f12e0-cafe-4357-9018-11a2832a7e1d		bbe5941f-89bc-4a1a-ba4e-b9f198f98bc2	unaccepted	other, see comments	Species	Wilkinson & Newton, 1981	Ectoedemia	piperella					c70597d0eb88dfc8fdf0043af7a05925
2e10ce7ab5aed01669054c0a7a5eed33		abd11dc0-1787-4917-8a42-231c533c4933	unaccepted	other, see comments	Species	Meyrick, 1918	Opostega	idiocoma					e54e541a5948acedbcc6ee4e9334036e
c6d05807-f594-4187-9331-0b8578d60935	xQ		accepted		Species	Scoble, 1978	Stigmella	allophylica			Africa	Native	5749c56c16bc319811b63b7bc80494bd
04b1fde8-a0c5-4afa-a5b8-b9c31cb1030e	xS		accepted		Species	A. Laštuvka, Z. Laštuvka & van Nieukerken in van Nieukerken et al., 2010	Ectoedemia	hendrikseni					6a915a58801f39014ad828a3510a7f5f
0a6a51ce-cd4c-4915-b8fd-df50f6cd4277		05ec06b8-7413-4f4c-b1dd-dbf6ba4fdba7	unaccepted	other, see comments	Species	Herrich-Schäffer, 1855	Nepticula	turicella					fe436d71cbf810e78b3656b4ad05437a
d1420fba-e28e-4d27-938d-3b40006e9f0c		16ef8098-b4d2-4b92-a3ff-b6b524f40160	unaccepted	other, see comments	Species	(Stainton, 1887) Fletcher et al., 1945	Stigmella	woolhopiella					2aa2ce76b7c0859b68bc3a5c635a6e46
cd0999de-b153-4154-802e-be9aa1296d3f	xS		accepted		Species	van Nieukerken & Berggren, 2011	Ectoedemia	rosae					b6de2c5e749372a78a87a5d746cbf583
5af84828-4052-4c95-9367-43633410f425	x3W		accepted		Species	(Herrich-Schäffer, 1855) Beirne, 1945	Etainia	decentella					4db3810d8f8500925bba60337489c3a8
be8d5f4d-304e-4d31-a3f6-9f9aab788200		eeac1676-412e-4937-a47f-5d54cd313050	unaccepted	other, see comments	Species	Walsingham, 1897	Opostega 	saltatrix					ce25f237c522585972cb955304446bfd
a3ffe6be-feac-4406-9e71-66d63c8fdd00	xQ		accepted		Species	(Klimesch, 1951) Hering, 1957	Stigmella	arbusculae					739e775991d86e3b59bec89d9656475d
83f9c462-d5dd-46e8-acb1-af50f20a970b		822fa40d-7310-49d9-92a8-9a5fb174753d	unaccepted	other, see comments	Species	(Zeller, 1877) Puplesis et al., 2000	Fomoria	molybditis					9e074d6a222ea0b560a6fea5e38899ed
80630da3-bc25-4180-9b56-038c426125d1		a13466b1-5bca-4773-882f-1b4927cce732	unaccepted	other, see comments	Species	Wocke, 1862	Nepticula	comari					82e86b1038686cb25ed14081b780c3b8
424ff4b6-4d05-47ed-b79f-afdf89e20bec	x3E		accepted		Species	Puplesis, 1984	Bohemannia	suiphunella					688bd9af622090723f71ec5ec7881799
a01ac236-a761-4a4c-abe3-179cf155618a	xQ		accepted		Species	(Hübner, 1796) Fletcher et al., 1945	Stigmella	hybnerella					20c5f662905669925a04e37b882f1112
b44d8e46-e64d-4c84-b518-a16af762439e		ddaf845a-6b40-42f1-9dcd-a3781427e842	unaccepted	other, see comments	Species	(Frey, 1857) Beirne, 1945	Stigmella	aucupariae					32ffbde0bda67b5ba8ff4fd1f5db2337
8fe47b96-a6ba-46c9-b3db-f3c4ae5d0066		8e101fd4-32d5-4c2b-99b2-dacc35a8bebc	unaccepted	other, see comments	Variety	Skala, 1941	Nepticula	myrtillella					39476a5a058a2ed315ab73db1bf7eed7
1cd1613f-0519-489b-8c09-a2ddc79b537a		476a303a-2e84-4ff8-ad79-2422fd77e7ee	unaccepted	other, see comments	Species	Hering, 1937	Nepticula	sphendamni					9f24be15173b228e7426e1837226be9e
563c902c-6d04-4434-9e57-dcb35d1d0671	xS		accepted		Species	Puplesis, 1985	Ectoedemia	picturata					654e64d60473a97692161654ff5b2ce6
c6fd2e4e-11fc-462d-86b2-fe50bacdabb0	x3A		accepted		Species	(Klimesch, 1953) van Nieukerken et al., 2016	Zimmermannia	liguricella					c70597d0eb88dfc8fdf0043af7a05925
ce27155e-746f-419e-9b1e-e45a1df53779		c87086a4-7d1b-4dc9-8ccd-a49080fa49f3	unaccepted	other, see comments	Species		Nepticula	nigrobrunella					
0d7b079d-0195-4cf0-8bb4-c0b4430aaa60		f244cbf3-97ba-429b-a1eb-8be77878ebc3	unaccepted	other, see comments	Species	Johansson, 1971	Nepticula	dorsiguttella					343af892af9be121c498c259a80a2a40
060667c8-34e8-486e-97ee-4ae58d9a67f8	x32		accepted		Species	(Scoble, 1983) Diškus et al., 2003	Fomoria	incisaevora			Africa	Native	1b3d5ad83af60450f9c2de99fc7ac22c
17afb596-f1ca-47d6-a721-32e5b5a01377	xQ		accepted		Species	(Stainton, 1856) Beirne, 1945	Stigmella	betulicola					c9be7c0556f5898109f0a470ad29dc90
29339f0c-0434-42b9-a682-d408a4d8dcef		eec74f41-4e4f-412e-8d96-6873378a314c	unaccepted	other, see comments	Species	(Szöcs, 1957) Kasy, 1980	Trifurcula	hexapetalae					b84a0fc3dd9a384e5cb9ff9c8a9a11dc
d0db5413-5f7a-4e76-8a57-8789656413b4		39f08217-2ecd-44bf-81ba-acd9df0868fd	unaccepted	other, see comments	Variety	Skala, 1934	Nepticula	plagicolella					65d759b86b100f015fddfe36024819bc
99c90518-794f-4f84-9f16-86fba1a967cb		8c81c479-794b-40c3-81b4-9f01069a4feb	unaccepted	other, see comments	Species	Scoble, 1978	Stigmella	pallida					5749c56c16bc319811b63b7bc80494bd
92aa60ab-0d61-4602-9670-cc8f88f3da3a	x3G		accepted		Species	(Meyrick, 1906) van Nieukerken et al., 2016	Menurella	anazona			Australia	Native	c70597d0eb88dfc8fdf0043af7a05925
75192ae1-0ff4-4c2c-a29c-cc9a9cb3400d		203f4fd9-bfcc-4cd3-a9e3-630b475919af	unaccepted	other, see comments	Species	Mann in Zeller, 1848	Lyonetia	nigricornella					bb2d1af8598edcf65a1370e984c81ccc
8cce7b11-962a-4e29-a882-0835a3aa56cf		672d9811-9ea2-46a5-8a29-4affb7dfff09	unaccepted	other, see comments	Species	(Chambers, 1873) van Nieukerken, 1986	Ectoedemia	ochrefasciella					868af119e86a2736f26603816f2065b1
c15747cf-03c7-435c-87ce-7f8a3ff3253b	xQ		accepted		Species	Puplesis & Diškus, 1996	Stigmella	cerasi					9e6f4a9e243a41bd8f4ad0dac3ce1f45
c1708b0e-1e27-47f3-b524-5b200374fb33		77cecba2-12e3-4809-a801-48c3ac3c78bf	unaccepted	other, see comments	Species	(Haworth, 1828) Stainton, 1849	Nepticula	floslactella					54f15934cee806a484b7d8f9fd71a705
f4f06bf4-0092-43b9-97e8-0851ae588996		20c7a951-19c7-4b88-8727-cfeaa69c84e8	unaccepted	other, see comments	Species	Hübner, 1817	Tinea	mucidella					20c5f662905669925a04e37b882f1112
0eac5861-f112-4888-8f87-7abf11706a32		3172e009-6b09-4640-a2e9-8f693172ca3d	unaccepted	other, see comments	Species	(Meyrick, 1918) online combination	Ectoedemia	crypsixantha					e54e541a5948acedbcc6ee4e9334036e
69dc8776-2989-4a95-bb1d-2e57adc1b6a6	xL		accepted		Species	(Meyrick, 1920) Puplesis et al., 1999	Pseudopostega	velifera					cad76d90bde028311fc995115e990401
d9063f81-74e4-4488-bd15-5d0e21c4765c	xQ		accepted		Species	(Stainton, 1856) Beirne, 1945	Stigmella	alnetella					c9be7c0556f5898109f0a470ad29dc90
02dd2105-d13b-4a8a-9dd0-7f711e4184ee		6663587e-5afa-4311-86e0-b66bf99298c4	unaccepted	other, see comments	Species	Meyrick, 1934	Nepticula	oligosperma					ba236af8bfa55325a7fd22e37466734f
29b916fb-2564-476d-ad68-64b2f533df90	xQ		accepted		Species	Puplesis & Robinson, 2000	Stigmella	peruanica					9e074d6a222ea0b560a6fea5e38899ed
f32235ba-8770-4c85-ae99-2e74bb523824		b0f0a1d7-22a1-4696-b62e-6dbde6d67f14	unaccepted	other, see comments	Species	Frey & Boll, 1876	Opostega 	accessoriella					06fd1f7a12778b59c84e212f8db172d3
f032fba6-46fc-4d6e-b695-0d734216faf3	xQ		accepted		Species	(Klimesch, 1978) van Nieukerken, 1986	Stigmella	styracicolella					39f71061b317b456f07ba2ae42385549
81ee1f5d-edc3-4c7e-8158-41ab6e8725ef	xQ		accepted		Species	Diškus & Stonis in Stonis et al., 2013d	Stigmella	aurifasciata					76176bca2bc270e3e0367a185aa547bd
6733a259-6547-4de1-a22e-eba9d8b2289b		674dae03-7c8c-45f4-89bf-0e776d6f79ec	unaccepted	other, see comments	Species	Minet, 2004	Ectoedemia	scobleella					d1b182c9a99e7c51f6b3829e0a2178b8
9ced1fc7-3dca-4f69-94be-d3e2a7565219		5b2475be-90ed-46f9-8dea-7a8d99d9a288	unaccepted	other, see comments	Species	Krassilov, 2008	Ophiheliconoma	resupinata					f438b8ea1252eb94ec3d36c81fbdb1fb
b5105f60-c290-438d-b157-530338b83e01	x34		accepted		Species	Turner, 1923	Opostega	phaeospila			Australia	Native	028b58bb2ff52e1600efd9289cfaf109
a30b760b62562297f2e78f5886b2fc10		e2ee1eee-acfd-4f6c-ad9c-ce25d845e18d	unaccepted	other, see comments	Species	Scoble, 1983	Ectoedemia	furcella					2a25908f8b87f957d56caef8b5ffb546
60af97fa-6495-4d8c-8ce0-c6224293b952		0c70a092-a220-4402-950b-dcfbf671a8ae	unaccepted	other, see comments	Species	Weber, 1937	Nepticula	pubescivora					3d03f4d585c35ff85e3a8a7f97a89b02
79c2abfc-0923-4288-bdb8-edcb42018a39	xG		accepted		Species	van Nieukerken, 1990	Trifurcula	austriaca					7fd7693ee697977554394f1df6c20243
e851e81e-6873-4470-bf95-af4e53922707	x32		accepted		Species	(Scoble, 1983) Diškus et al., 2003	Fomoria	leptodictyae			Africa	Native	2a25908f8b87f957d56caef8b5ffb546
eb6457c9-c6d3-4573-8387-5a7ab8f21968		8b6bd569-1460-423c-8e9c-0cd31c26a30a	unaccepted	other, see comments	Species	Chrétien, 1904	Nepticula	bleonella					d3509bd2a28c75a6030a889a59302a17
40cc3fa2-8aa4-49ab-a53e-7fa30a8fc1de		0b3df1d7-598f-4ece-aa81-39cb839fd81c	unaccepted	other, see comments	Species	(Scoble, 1983) Diškus et al., 2003	Fomoria	bicarina					2a25908f8b87f957d56caef8b5ffb546
31335c65-465a-49ab-92e7-bbc39c03ed6f	x3G		accepted		Species	(Meyrick, 1906) van Nieukerken et al., 2016	Menurella	primigena			Australia	Native	c70597d0eb88dfc8fdf0043af7a05925
3b685f08-1a5a-4fbf-8758-e44f8534c5aa	x34		accepted		Species	Meyrick, 1915	Opostega	chordacta			Australia	Native	bdff829ccca3ad932cc31b00ec6cbe5c
49becdbe-ac34-475a-b341-2e2c50078771		e25f1034-1f3e-4e6f-b232-b635c0a346f7	unaccepted	other, see comments	Species	Wilkinson, 1981	Ectoedemia	andrella					c70597d0eb88dfc8fdf0043af7a05925
e462536a-326e-40c3-9096-d7880b2353b4		802aa5ec-93e0-4691-a4e3-8d317ff69bbb	unaccepted	other, see comments	Species	Puplesis & Robinson, 2000	Stigmella	ovata					9e074d6a222ea0b560a6fea5e38899ed
dfe7cd3c-c935-4ee0-9ec0-26243d1c2d82	x38		accepted		Species	(Davis, 1978) Puplesis et al., 2000	Acalyptris	bicornutus					a80b48f5719a3334a371e492bd01c6d6
724ab16d-b5ed-408a-8ad7-dced6a9101f7	x38		accepted		Species	Puplesis & Diškus in Puplesis et al., 2002	Acalyptris	ecuadoriana					71c173a5a0068ecc7e7eaa66be3912f7
59e56311-7bce-4715-beea-648e0f9a8e16		b24a0b3f-dab4-4c87-bd4f-c29b60b96ada	unaccepted	other, see comments	Species	Meyrick, 1914	Nepticula	vannifera					75daa279554ce62239867383e2aa0c1d
a954cdac-7a00-410f-81fc-480fbb6e66f6		a01ac236-a761-4a4c-abe3-179cf155618a	unaccepted	other, see comments	Species	Hübner, [1825]	Caloptilia	ampelipennella					17997dba2fbafbb6de1f8441a02286eb
c52c76f8-cd70-40f5-8dd6-5d818befae95	x32		accepted		Species	(Bradley, 1965) van Nieukerken et al., 2016	Fomoria	ruwenzoriensis			Africa	Native	c70597d0eb88dfc8fdf0043af7a05925
938800ba-355c-4f6a-8824-f941a6f1b75d		b7660f9f-d3c4-4c6f-929c-81fb6658049a	unaccepted	other, see comments	Species	Puplesis & Diškus in Puplesis et al., 2002	Fomoria	repanda					71c173a5a0068ecc7e7eaa66be3912f7
6e8396f1-8ddf-40a7-a470-483605dfc78a		1698f8bf-7469-4d39-9889-854290b72f58	unaccepted	other, see comments	Species	Scoble, 1983	Obrussa	zimbabwiensis					2a25908f8b87f957d56caef8b5ffb546
8a6b1148-2e86-43f2-80ed-5357ff63eb52	xQ		accepted		Species	(Meyrick, 1932) Diškus et al., 2003	Stigmella	aeriventris					32791f5e57861a534c73810862c2bd59
f7de4863-eda1-48b2-afb3-3ac01bcc04d8	xQ		accepted		Species	Puplesis & Robinson, 2000	Stigmella	marmorea					9e074d6a222ea0b560a6fea5e38899ed
fa58925b-3bb5-4518-a2e8-7aa84c041e1f		0809b6c0-6c66-4f8f-8206-e6453f27597c	unaccepted	other, see comments	Species	(Larsen, 1927) van Nieukerken, 1986	Ectoedemia	albibimaculella					6a6b618ba77efed0c09d707a95b99144
314d7448-76b1-4173-b074-6aa15a3d09be		1d296a4c-c3d4-43e7-90c6-eeec01576a6a	unaccepted	other, see comments	Species	Glitz, 1872	Nepticula	hannoverella					181cfdce28618be26bf6c4e77a44c4e7
1efc6892-d72d-4179-a9d9-09fe924121d2	xQ		accepted		Species	Puplesis, Diškus & Juchnevic in Puplesis & Diškus, 2003	Stigmella	auricularia					321895b059051deded222b900ff1757c
4ba585c9-52f6-452f-8d66-46fb10b89302	xQ		accepted		Species	(Klimesch, 1975) van Nieukerken, 1986	Stigmella	crenulatae					115476aee8f986d8e7ee32031d21adb3
080609ac-1174-40ce-bcc3-0551806f798d		79905db7-4e41-4e9c-b8c0-27f2960252e2	unaccepted	other, see comments	Species	Haworth, 1828	Tinea	ruficapitella					15bdbaa740f3245c9505afa7f8f66ff2
d4ecd24f-e1ad-4378-b379-ca9fe840d662		1a875b06-25e8-44d8-949e-66ef2742a526	unaccepted	other, see comments	Species	Meyrick, 1916	Nepticula	xystodes					894c0591e767035f871dc4d83f5b8399
d12636c9-84fc-4b68-b3b5-f148908405eb	xQ		accepted		Species	Remeikis & Stonis, 2015	Stigmella	humboldti					2521b3e451f0fa547592f3486ea9323d
5fd01d75-5552-4b50-87fe-71b80483138e	x3N		accepted		Species	(Swezey, 1921) Davis, 1989	Paralopostega	serpentina			Australia	Native	ffe02cec7b240ae6ac2c6dd89d05e733
15c17d36-8ecb-496c-ab8d-8a6b044828bf		c6a71255-84fb-4820-97a4-5ed76efbde0b	unaccepted	other, see comments	Species	Sauber, 1904	Nepticula	brunniella					72d25b9d2c5267eab2b0d72f893aca71
b18cd547-0323-41b9-9c57-e89df72ec4c7		c2e2b72d-ee31-42d2-9dee-246d28399877	unaccepted	other, see comments	Species	Stainton, 1854	Nepticula	salicis					e27f93dcd3309ca755932487ce6c18fa
a87bde67-7c02-4a35-bfef-3801ba36ccbf	xL		accepted		Species	(Walsingham, 1897) Davis, 1989	Pseudopostega	adusta					ffe02cec7b240ae6ac2c6dd89d05e733
86e70b6c-0dc0-4fd8-8ced-9fe1c4929f09		422b7ba4-13d4-40f4-b1cc-7ac96e40385c	unaccepted	other, see comments	Species	(Frey, 1858) Gerasimov, 1952	Stigmella	agrimoniae					9ad02656004a16f2249adad89a8ff52c
7e38bbee-ff15-4500-b94d-25f56da62946		b23ce3a4-bff1-41e6-a168-b01e26154a6b	unaccepted	other, see comments	Species	Herrich-Schäffer, 1855	Nepticula	arcuatella					4db3810d8f8500925bba60337489c3a8
9b93d48d-fc33-4568-a55c-45d175eae358	xS		accepted		Species	van Nieukerken, A. Laštuvka & Z. Laštuvka, 2010	Ectoedemia	coscoja					6a915a58801f39014ad828a3510a7f5f
