dwc:taxonID	dwc:parentNameUsageID	dwc:acceptedNameUsageID	dwc:originalNameUsageID	dwc:scientificNameID	dwc:datasetID	dwc:taxonomicStatus	dwc:taxonRank	dwc:scientificName	dwc:scientificNameAuthorship	col:notho	dwc:genericName	dwc:infragenericEpithet	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:cultivarEpithet	dwc:nameAccordingTo	dwc:namePublishedIn	dwc:nomenclaturalCode	dwc:nomenclaturalStatus	dwc:taxonRemarks	dcterms:references
52a48ae8-e747-4c7d-898d-6a7fce892bc9	x34			52a48ae8-e747-4c7d-898d-6a7fce892bc9		valid	species	Opostega scoliozona Meyrick, 1915	Meyrick, 1915		Opostega		scoliozona				Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 1: 321-352. (1915).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-scoliozona
7864c4b4-f6d1-46c0-af4e-6292b6f7aaa0	x34			7864c4b4-f6d1-46c0-af4e-6292b6f7aaa0		valid	species	Opostega cretatella Chrétien, 1915	Chrétien, 1915		Opostega		cretatella				Chrétien P. Contribution à la connaissance des Lépidoptères du Nord de l'Afrique. Annales de la Société Entomologique de France 84: 289-374, figs. 281-211. (1915).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-cretatella
82a56fc8-e096-4b4b-895c-05641dbd94a1	x34			82a56fc8-e096-4b4b-895c-05641dbd94a1		valid	species	Opostega radiosa Meyrick, 1913	Meyrick, 1913		Opostega		radiosa				Meyrick E. Descriptions of South African Micro-Lepidoptera, 4. Annals of the Transvaal Museum 3: 267-336. (1913).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-radiosa
83847f49-7c0e-433b-a308-a21d9643a350	x34			83847f49-7c0e-433b-a308-a21d9643a350		valid	species	Opostega spatulella Herrich-Schäffer, 1855	Herrich-Schäffer, 1855		Opostega		spatulella				Herrich-Schäffer GAW. Systematische Bearbeitung der Schmetterlinge von Europa, zugleich als Text, Revision und Supplement zu Jakob Hübner's Sammlung europäischer Schmetterlinge, 5, Die Schaben und Federmotten. G. J. Manz, Regensburg, 289-394. (1855).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-spatulella
819f128b-2bd3-4237-b04e-45cff022295d	x34			819f128b-2bd3-4237-b04e-45cff022295d		valid	species	Opostega chalcophylla Meyrick, 1910	Meyrick, 1910		Opostega		chalcophylla				Meyrick E. Notes and descriptions of Indian Micro-Lepidoptera. Records of the Indian Museum 5: 217-232. (1910).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-chalcophylla
3b685f08-1a5a-4fbf-8758-e44f8534c5aa	x34			3b685f08-1a5a-4fbf-8758-e44f8534c5aa		valid	species	Opostega chordacta Meyrick, 1915	Meyrick, 1915		Opostega		chordacta				Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 1: 321-352. (1915).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-chordacta
2b706f55-11e0-4947-a923-6e94f134f50f	x34			2b706f55-11e0-4947-a923-6e94f134f50f		valid	species	Opostega stiriella Meyrick, 1880	Meyrick, 1880		Opostega		stiriella				Meyrick E. Descriptions of Australian Micro-Lepidoptera. Proceedings of the Linnean Society of New South Wales 5: 132-182. (1880).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-stiriella
301a4026-bc11-4ade-bf8d-b44901d1401d	x34			301a4026-bc11-4ade-bf8d-b44901d1401d		valid	species	Opostega arthrota Meyrick, 1915	Meyrick, 1915		Opostega		arthrota				Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 1: 321-352. (1915).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-arthrota
17353177-9c1e-4fcd-b1dd-9b1bf80e316a	x34			17353177-9c1e-4fcd-b1dd-9b1bf80e316a		valid	species	Opostega monotypa Turner, 1923	Turner, 1923		Opostega		monotypa				Turner AJ. New Australian Micro-Lepidoptera. Transactions and Proceedings of the Royal Society of South Australia 47: 165-194. (1923).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-monotypa
14a8a9b8-81fb-4b60-a91c-da5dbc65d551	x34			14a8a9b8-81fb-4b60-a91c-da5dbc65d551		valid	species	Opostega diplardis Meyrick, 1921	Meyrick, 1921		Opostega		diplardis				Meyrick E. Descriptions of South African Micro-Lepidoptera. Annals of the Transvaal Museum 8: 49-148. (1921).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-diplardis
22bc7db9-2fa1-451d-87bd-d8262b231dc8	x34			22bc7db9-2fa1-451d-87bd-d8262b231dc8		valid	species	Opostega salaciella (Treitschke, 1833) Zeller, 1839	(Treitschke, 1833) Zeller, 1839		Opostega		salaciella				Treitschke F. Die Schmetterlinge von Europa, 9 (2). Schaben, Geistchen, G. Hypsolopha-Orneodes. Ernst Fleischer, Leipzig, 9 (2): 294 pp. (1833).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostega-salaciella
bcba274a-0d4d-4237-a6e9-ad7169aa9a25	x3E			bcba274a-0d4d-4237-a6e9-ad7169aa9a25		valid	species	Bohemannia auriciliella (Joannis, 1909) van Nieukerken, 1986	(Joannis, 1909) van Nieukerken, 1986		Bohemannia		auriciliella				Joannis J de. Contribution a l'étude des Lépidoptères du Morbihan. Annales de la Société Entomologique de France 77: 688-838, pl. 615, map. (1909).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-auriciliella
aacde9da-b56f-494b-920a-dd04b7aad0ef	x3E			aacde9da-b56f-494b-920a-dd04b7aad0ef		valid	species	Bohemannia pulverosella (Stainton, 1849) van Nieukerken, 1982	(Stainton, 1849) van Nieukerken, 1982		Bohemannia		pulverosella				Stainton HT. An attempt at a systematic catalogue of the British Tineidae & Pterophoridae. John van Voorst, London: iv+ 32 pp. (1849).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-pulverosella
8cc9bed9-2fd2-4a03-be18-87788998ed77	x3E			8cc9bed9-2fd2-4a03-be18-87788998ed77		valid	species	Bohemannia butzmanni Fischer, 2013	Fischer, 2013		Bohemannia		butzmanni				Fischer TC. Pygmy moths (Lepidoptera, Nepticulidae) from Baltic Amber (Eocene). Zitteliana A 53: 85 – 92. doi: http://www.palmuc.de/bspg/images/pdf/7_fischer.pdf. (2013).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-butzmanni
0a982516-70e0-4429-b994-a7ffe6c39675	x3E			0a982516-70e0-4429-b994-a7ffe6c39675		valid	species	Bohemannia ussuriella Puplesis, 1984	Puplesis, 1984		Bohemannia		ussuriella				Puplesis RK. K sisteme molej-malyutok (Lepidoptera, Nepticulidae) palearkticeskoj fauny. (To the classification of nepticulids (Lepidoptera, Nepticulidae) of the Palaearctic fauna). Entomologicheskoe Obozrenie 63: 582-597. (1984).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-ussuriella
f560f036-51e2-4193-8183-eb3cee139616	x3E			f560f036-51e2-4193-8183-eb3cee139616		valid	species	Bohemannia nubila Puplesis, 1985	Puplesis, 1985		Bohemannia		nubila				Puplesis RK. Novye vidy moleï-malyutok (Lepidoptera, Nepticulidae) s yuga dal'nego vostoka i Tadzhikistana (New species of the nepticulid moths from Southern far east and Tadzhikistan). Trudy Zoologicheskogo Instituta Akademiya Nauk SSSR 134: 59-72. (1985).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-nubila
113148ce-41e8-4a78-baab-743e01e3dcdb	x3E			113148ce-41e8-4a78-baab-743e01e3dcdb		valid	species	Bohemannia quadrimaculella (Boheman, 1853) Stainton, 1859	(Boheman, 1853) Stainton, 1859		Bohemannia		quadrimaculella				Stainton HT. Manual of British butterflies and moths, 2. Cooke & Son, London: xi, 480 pp. (1859).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-quadrimaculella
424ff4b6-4d05-47ed-b79f-afdf89e20bec	x3E			424ff4b6-4d05-47ed-b79f-afdf89e20bec		valid	species	Bohemannia suiphunella Puplesis, 1984	Puplesis, 1984		Bohemannia		suiphunella				Puplesis RK. K sisteme molej-malyutok (Lepidoptera, Nepticulidae) palearkticeskoj fauny. (To the classification of nepticulids (Lepidoptera, Nepticulidae) of the Palaearctic fauna). Entomologicheskoe Obozrenie 63: 582-597. (1984).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-suiphunella
3f2c65d0-294d-4cfc-bef2-04502ad1b056	x3E			3f2c65d0-294d-4cfc-bef2-04502ad1b056		valid	species	Bohemannia manschurella Puplesis, 1984	Puplesis, 1984		Bohemannia		manschurella				Puplesis RK. K sisteme molej-malyutok (Lepidoptera, Nepticulidae) palearkticeskoj fauny. (To the classification of nepticulids (Lepidoptera, Nepticulidae) of the Palaearctic fauna). Entomologicheskoe Obozrenie 63: 582-597. (1984).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-manschurella
165a25f9-b8dd-4892-89ae-c4985d8d50cb	x3E			165a25f9-b8dd-4892-89ae-c4985d8d50cb		valid	species	Bohemannia aschaueri Fischer, 2013	Fischer, 2013		Bohemannia		aschaueri				Fischer TC. Pygmy moths (Lepidoptera, Nepticulidae) from Baltic Amber (Eocene). Zitteliana A 53: 85 – 92. doi: http://www.palmuc.de/bspg/images/pdf/7_fischer.pdf. (2013).	ICZN			http://nepticuloidea.info/nepticuloidea/Bohemannia-aschaueri
c59137d2-17e1-4c2d-895f-1fa965e68128	x3G			c59137d2-17e1-4c2d-895f-1fa965e68128		valid	species	Menurella warburtonensis (Wilson, 1939) van Nieukerken et al., 2016	(Wilson, 1939) van Nieukerken et al., 2016		Menurella		warburtonensis				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-warburtonensis
aa0cfe0a-722c-43fc-b7e6-3c104c5f9c08	x3G			aa0cfe0a-722c-43fc-b7e6-3c104c5f9c08		valid	species	Menurella funeralis (Meyrick, 1906) van Nieukerken et al., 2016	(Meyrick, 1906) van Nieukerken et al., 2016		Menurella		funeralis				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-funeralis
92aa60ab-0d61-4602-9670-cc8f88f3da3a	x3G			92aa60ab-0d61-4602-9670-cc8f88f3da3a		valid	species	Menurella anazona (Meyrick, 1906) van Nieukerken et al., 2016	(Meyrick, 1906) van Nieukerken et al., 2016		Menurella		anazona				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-anazona
e954111b-d15b-4cbd-8ad4-b14f3c9ee7af	x3G			e954111b-d15b-4cbd-8ad4-b14f3c9ee7af		valid	species	Menurella planetis (Meyrick, 1906) van Nieukerken et al., 2016	(Meyrick, 1906) van Nieukerken et al., 2016		Menurella		planetis				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-planetis
d4bdba75-0355-4679-9da7-71df1c9b2ba6	x3G			d4bdba75-0355-4679-9da7-71df1c9b2ba6		valid	species	Menurella quintiniae (Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016	(Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016		Menurella		quintiniae				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-quintiniae
cdcf792d-e456-4bef-b062-8b7fa6f0bf19	x3G			cdcf792d-e456-4bef-b062-8b7fa6f0bf19		valid	species	Menurella tribulatrix (van Nieukerken & Hoare in Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016	(van Nieukerken & Hoare in Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016		Menurella		tribulatrix				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-tribulatrix
59e72914-4694-4d0e-ab6e-94c2ac3d80c2	x3G			59e72914-4694-4d0e-ab6e-94c2ac3d80c2		valid	species	Menurella trepida (Meyrick, 1906) van Nieukerken et al., 2016	(Meyrick, 1906) van Nieukerken et al., 2016		Menurella		trepida				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-trepida
52476076-aeab-4f44-ac2d-c7adb630fcb8	x3G			52476076-aeab-4f44-ac2d-c7adb630fcb8		valid	species	Menurella acmenae (Hoare in Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016	(Hoare in Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016		Menurella		acmenae				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-acmenae
60b3077d-0134-4957-8476-44b5aea786d4	x3G			60b3077d-0134-4957-8476-44b5aea786d4		valid	species	Menurella libera (Meyrick, 1906) van Nieukerken et al., 2016	(Meyrick, 1906) van Nieukerken et al., 2016		Menurella		libera				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-libera
2ac0a418-9999-4eec-8903-378b7ef2fab4	x3G			2ac0a418-9999-4eec-8903-378b7ef2fab4		valid	species	Menurella xenadelpha (van Nieukerken & Hoare in Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016	(van Nieukerken & Hoare in Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016		Menurella		xenadelpha				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-xenadelpha
31335c65-465a-49ab-92e7-bbc39c03ed6f	x3G			31335c65-465a-49ab-92e7-bbc39c03ed6f		valid	species	Menurella primigena (Meyrick, 1906) van Nieukerken et al., 2016	(Meyrick, 1906) van Nieukerken et al., 2016		Menurella		primigena				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-primigena
195638f8-0581-4d17-a7b4-5de4d01f67cd	x3G			195638f8-0581-4d17-a7b4-5de4d01f67cd		valid	species	Menurella scotodes (Hoare in Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016	(Hoare in Hoare & van Nieukerken, 2013) van Nieukerken et al., 2016		Menurella		scotodes				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Menurella-scotodes
bbe5941f-89bc-4a1a-ba4e-b9f198f98bc2	x3A			bbe5941f-89bc-4a1a-ba4e-b9f198f98bc2		valid	species	Zimmermannia obrutella (Zeller, 1873) van Nieukerken et al., 2016	(Zeller, 1873) van Nieukerken et al., 2016		Zimmermannia		obrutella				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-obrutella
ad297bcc-0b62-4b26-bba4-800677c120ad	x3A			ad297bcc-0b62-4b26-bba4-800677c120ad		valid	species	Zimmermannia nuristanica (van Nieukerken, 1985) van Nieukerken et al., 2016	(van Nieukerken, 1985) van Nieukerken et al., 2016		Zimmermannia		nuristanica				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-nuristanica
a49dcdcd-3ad9-4708-8df8-a02e5d3d74aa	x3A			a49dcdcd-3ad9-4708-8df8-a02e5d3d74aa		valid	species	Zimmermannia amani (Svensson, 1966) van Nieukerken et al., 2016	(Svensson, 1966) van Nieukerken et al., 2016		Zimmermannia		amani				Svensson I. New and confused species of Microlepidoptera. Opuscula Entomologica 31: 183-202, pls 181-184. (1966).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-amani
e95cbb75-6a88-4639-8611-54cad85f8950	x3A			e95cbb75-6a88-4639-8611-54cad85f8950		valid	species	Zimmermannia atrifrontella (Stainton, 1851) van Nieukerken et al., 2016	(Stainton, 1851) van Nieukerken et al., 2016		Zimmermannia		atrifrontella				Stainton HT. A supplementary catalogue of the British Tineidae & Pterophoridae. John van Voorst, London: iv+28 pp. (1851).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-atrifrontella
e1ab2b2d-e70f-4dfe-82b6-dc483f99f505	x3A			e1ab2b2d-e70f-4dfe-82b6-dc483f99f505		valid	species	Zimmermannia bosquella (Chambers, 1878) van Nieukerken et al., 2016	(Chambers, 1878) van Nieukerken et al., 2016		Zimmermannia		bosquella				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-bosquella
e1b1acfb-53ed-4a48-81a3-293af873cd02	x3A			e1b1acfb-53ed-4a48-81a3-293af873cd02		valid	species	Zimmermannia monemvasiae (van Nieukerken, 1985) van Nieukerken et al., 2016	(van Nieukerken, 1985) van Nieukerken et al., 2016		Zimmermannia		monemvasiae				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-monemvasiae
d5dea6db-af24-45bd-b6c0-2d1304e13af7	x3A			d5dea6db-af24-45bd-b6c0-2d1304e13af7		valid	species	Zimmermannia liebwerdella (Zimmermann, 1940) Hering, 1940	(Zimmermann, 1940) Hering, 1940		Zimmermannia		liebwerdella				Zimmermann F. Eine neue Nepticulide aus Deutschland (Lep.), Ectoedemia liebwerdella spec. nov. (Lep.). Mitteilungen aus dem Zoologischen Museum in Berlin 24: 264-265. doi: 10.1002/mmnz.19390240204. (1944).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-liebwerdella
cb1c45fc-a984-4786-89a8-4beac2094010	x3A			cb1c45fc-a984-4786-89a8-4beac2094010		valid	species	Zimmermannia longicaudella (Klimesch, 1953) van Nieukerken et al., 2016	(Klimesch, 1953) van Nieukerken et al., 2016		Zimmermannia		longicaudella				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-longicaudella
c7f5a843-182b-48aa-b8ff-1d03fe824c8f	x3A			c7f5a843-182b-48aa-b8ff-1d03fe824c8f		valid	species	Zimmermannia hispanica (van Nieukerken, 1985) van Nieukerken et al., 2016	(van Nieukerken, 1985) van Nieukerken et al., 2016		Zimmermannia		hispanica				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-hispanica
c6fd2e4e-11fc-462d-86b2-fe50bacdabb0	x3A			c6fd2e4e-11fc-462d-86b2-fe50bacdabb0		valid	species	Zimmermannia liguricella (Klimesch, 1953) van Nieukerken et al., 2016	(Klimesch, 1953) van Nieukerken et al., 2016		Zimmermannia		liguricella				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-liguricella
0c6e1d4d-7b4a-45bb-ab31-a3f51521add8	x3A			0c6e1d4d-7b4a-45bb-ab31-a3f51521add8		valid	species	Zimmermannia reichli (Z. Laštuvka & A. Laštuvka, 1998) van Nieukerken et al., 2016	(Z. Laštuvka & A. Laštuvka, 1998) van Nieukerken et al., 2016		Zimmermannia		reichli				Laštuvka Z, Laštuvka A. Beitrag zur Kenntnis der Nepticulidenfauna Griechenlands (Lepidoptera, Nepticulidae). Stapfia 55: 313-326. doi: http://www.landesmuseum.at/datenbanken/digilit/?litnr=56. (1998).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-reichli
01802bca-d233-40c3-ac85-ccf305832d78	x3A			01802bca-d233-40c3-ac85-ccf305832d78		valid	species	Zimmermannia admiranda (Puplesis, 1984) van Nieukerken et al., 2016	(Puplesis, 1984) van Nieukerken et al., 2016		Zimmermannia		admiranda				Puplesis RK. K sisteme molej-malyutok (Lepidoptera, Nepticulidae) palearkticeskoj fauny. (To the classification of nepticulids (Lepidoptera, Nepticulidae) of the Palaearctic fauna). Entomologicheskoe Obozrenie 63: 582-597. (1984).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-admiranda
f9f0223b-f4c2-4f71-9d95-0a10a9f6a384	x3A			f9f0223b-f4c2-4f71-9d95-0a10a9f6a384		valid	species	Zimmermannia vivesi (A. Laštuvka, Z. Laštuvka & van Nieukerken in van Nieukerken et al., 2010) van Nieukerken et al. 20	(A. Laštuvka, Z. Laštuvka & van Nieukerken in van Nieukerken et al., 2010) van Nieukerken et al. 20		Zimmermannia		vivesi				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-vivesi
f8bdb251-16a2-417a-9bce-be25075acecb	x3A			f8bdb251-16a2-417a-9bce-be25075acecb		valid	species	Zimmermannia mesoloba (Davis, 1978) van Nieukerken et al., 2016	(Davis, 1978) van Nieukerken et al., 2016		Zimmermannia		mesoloba				Davis DR. New leaf-mining moths of the family Nepticulidae from Florida. Florida Entomologist 61: 209-224. (1978).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-mesoloba
0ff2cfa4-61a5-4608-8842-88e50507a368	x3A			0ff2cfa4-61a5-4608-8842-88e50507a368		valid	species	Zimmermannia phleophaga (Busck, 1914) van Nieukerken et al., 2016	(Busck, 1914) van Nieukerken et al., 2016		Zimmermannia		phleophaga				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-phleophaga
769e89fb-b6b8-4b67-846b-87adb62f11db	x3A			769e89fb-b6b8-4b67-846b-87adb62f11db		valid	species	Zimmermannia grandisella (Chambers, 1880) van Nieukerken et al., 2016	(Chambers, 1880) van Nieukerken et al., 2016		Zimmermannia		grandisella				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-grandisella
220fd3d7-a809-48d3-9fe4-2bde14230614	x3A			220fd3d7-a809-48d3-9fe4-2bde14230614		valid	species	Zimmermannia sivickisi (Puplesis, 1984) van Nieukerken et al., 2016	(Puplesis, 1984) van Nieukerken et al., 2016		Zimmermannia		sivickisi				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Zimmermannia-sivickisi
afb1c4a4-03c2-46fb-85bf-24105b9e3523	x3L			afb1c4a4-03c2-46fb-85bf-24105b9e3523		valid	species	Glaucolepis helladica (Z. Laštuvka & A. Laštuvka, 2007) van Nieukerken et al., 2016	(Z. Laštuvka & A. Laštuvka, 2007) van Nieukerken et al., 2016		Glaucolepis		helladica				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Glaucolepis-helladica
af233389-fd8c-46e7-b19c-9c6812222d43	x3L			af233389-fd8c-46e7-b19c-9c6812222d43		valid	species	Glaucolepis headleyella (Stainton, 1854) Puplesis, 1994	(Stainton, 1854) Puplesis, 1994		Glaucolepis		headleyella				Stainton HT. Insecta Brittanica. Lepidoptera: Tineina. Lovell Reeve, London., London: viii, 313 pp. doi: 10.5962/bhl.title.9558. (1854).	ICZN			http://nepticuloidea.info/nepticuloidea/Glaucolepis-headleyella
ae613a90-7837-4d2f-a7bf-c2166fe8553b	x3L			ae613a90-7837-4d2f-a7bf-c2166fe8553b		valid	species	Glaucolepis melanoptera (van Nieukerken & Puplesis, 1991) Puplesis, 1994	(van Nieukerken & Puplesis, 1991) Puplesis, 1994		Glaucolepis		melanoptera				Nieukerken EJ van, Puplesis R. Taxonomy and distribution of the Trifurcula (Glaucolepis) raikhonae group (Lepidoptera: Nepticulidae). Tijdschrift voor Entomologie 134: 201-210. (1991).	ICZN			http://nepticuloidea.info/nepticuloidea/Glaucolepis-melanoptera
