dwc:taxonID	dwc:parentNameUsageID	dwc:acceptedNameUsageID	dwc:originalNameUsageID	dwc:scientificNameID	dwc:datasetID	dwc:taxonomicStatus	dwc:taxonRank	dwc:scientificName	dwc:scientificNameAuthorship	col:notho	dwc:genericName	dwc:infragenericEpithet	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:cultivarEpithet	dwc:nameAccordingTo	dwc:namePublishedIn	dwc:nomenclaturalCode	dwc:nomenclaturalStatus	dwc:taxonRemarks	dcterms:references
x4				x3		valid	kingdom	Animalia													
x6	x4			x5		valid	phylum	Arthropoda													
x8	x6			x7		valid	class	Insecta													
xA	x8			x9		valid	order	Lepidoptera													
xC	xA			xB		valid	superfamily	Nepticuloidea													
xJ	xC			xH		valid	family	Opostegidae													
xE	xC			xD		valid	family	Nepticulidae													
x3C	xJ			x3B		valid	genus	Opostegoides			Opostegoides										
x46	xJ			x45		valid	genus	Notiopostega			Notiopostega										
x3N	xJ			x3M		valid	genus	Paralopostega			Paralopostega										
x3J	xJ			x3H		valid	genus	Eosopostega			Eosopostega										
x44	xJ			x43		valid	genus	Neopostega			Neopostega										
xL	xJ			xK		valid	genus	Pseudopostega			Pseudopostega										
x34	xJ			x33		valid	genus	Opostega			Opostega										
x3E	xE			x3D		valid	genus	Bohemannia			Bohemannia										
x3G	xE			x3F		valid	genus	Menurella			Menurella										
x3A	xE			x39		valid	genus	Zimmermannia			Zimmermannia										
x3L	xE			x3K		valid	genus	Glaucolepis			Glaucolepis										
x3Q	xE			x3P		valid	genus	Pectinivalva			Pectinivalva										
x3U	xE			x3T		valid	genus	Stigmellites			Stigmellites										
x3W	xE			x3V		valid	genus	Etainia			Etainia										
x3S	xE			x3R		valid	genus	Ozadelpha			Ozadelpha										
x3Y	xE			x3X		valid	genus	Simplimorpha			Simplimorpha										
x42	xE			x3Z		valid	genus	Casanovula			Casanovula										
xG	xE			xF		valid	genus	Trifurcula			Trifurcula										
xU	xE			xT		valid	genus	Hesperolyra			Hesperolyra										
xS	xE			xR		valid	genus	Ectoedemia			Ectoedemia										
xQ	xE			xP		valid	genus	Stigmella			Stigmella										
xY	xE			xX		valid	genus	Muhabbetana			Muhabbetana										
xN	xE			xM		valid	genus	Roscidotoga			Roscidotoga										
x32	xE			xZ		valid	genus	Fomoria			Fomoria										
xW	xE			xV		valid	genus	Enteucha			Enteucha										
x38	xE			x37		valid	genus	Acalyptris			Acalyptris										
x36	xE			x35		valid	genus	Parafomoria			Parafomoria										
x4C	xE			x4B		valid	genus	Varius			Varius										
x4A	xE			x49		valid	genus	Neotrifurcula			Neotrifurcula										
x48	xE			x47		valid	genus	Areticulata			Areticulata										
bd0deebe-c1e0-4c93-823a-ef7ee3adb8ce	x3C			bd0deebe-c1e0-4c93-823a-ef7ee3adb8ce		valid	species	Opostegoides argentisoma Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Opostegoides		argentisoma				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-argentisoma
c44bd076-6949-4dbe-8361-dc941fd98dfe	x3C			c44bd076-6949-4dbe-8361-dc941fd98dfe		valid	species	Opostegoides tetroa (Meyrick, 1907) Puplesis et al., 1999	(Meyrick, 1907) Puplesis et al., 1999		Opostegoides		tetroa				Meyrick E. Descriptions of Indian Micro-Lepidoptera, 4. Journal of the Bombay Natural History Society 17: 976-994. (1907).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-tetroa
afbea042-9702-42cc-a01c-47819e8a5f8f	x3C			afbea042-9702-42cc-a01c-47819e8a5f8f		valid	species	Opostegoides auriptera Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Opostegoides		auriptera				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-auriptera
a2a296b3-1f67-4692-8864-5a5bb4853d51	x3C			a2a296b3-1f67-4692-8864-5a5bb4853d51		valid	species	Opostegoides malaysiensis Davis, 1989	Davis, 1989		Opostegoides		malaysiensis				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-malaysiensis
9e9f7a7e-ddc8-42d3-a2ac-258d63d99b57	x3C			9e9f7a7e-ddc8-42d3-a2ac-258d63d99b57		valid	species	Opostegoides bicolorella Sinev, 1990	Sinev, 1990		Opostegoides		bicolorella				Sinev SY. Novye dannye po sistematike Molej-Opostegid (Lepidoptera, Opostegidae) Dalnego Vostoka SSSR. [New data on the systematics of opostegid moths (Lepidoptera, Opostegidae) of Far East SSSR]. Novosti faunistiki i sistematiki: sbornik nauchn'ykh trudov [New data on faunistics and systematics : collected scientific papers]. Naukova Dimka, Kiev, 100-106. (1990).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-bicolorella
8d9c47cf-0e2f-468a-88fd-478a74430306	x3C			8d9c47cf-0e2f-468a-88fd-478a74430306		valid	species	Opostegoides spinifera Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Opostegoides		spinifera				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-spinifera
8efb1e4b-756c-46be-870b-f82d9f3b5613	x3C			8efb1e4b-756c-46be-870b-f82d9f3b5613		valid	species	Opostegoides scioterma (Meyrick, 1920) Kozlov, 1985	(Meyrick, 1920) Kozlov, 1985		Opostegoides		scioterma				Kozlov MV. Novye i maloizvestnye Opostegidy (Lepidoptera, Opostegidae) iz Aziatskoj chasti SSSR. (New and little known opostegid moths (Lepidoptera, Opostegidae) from Asiatic parts of the USSR). Trudy Zoologicheskogo Instituta 134: 49-58. (1985).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-scioterma
8f043b97-449f-434f-ae3d-9088f5858ea3	x3C			8f043b97-449f-434f-ae3d-9088f5858ea3		valid	species	Opostegoides praefusca (Meyrick, 1913) van Nieukerken et al., 2016	(Meyrick, 1913) van Nieukerken et al., 2016		Opostegoides		praefusca				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-praefusca
e631478a-f2f7-45f5-856d-a2061b0f4528	x3C			e631478a-f2f7-45f5-856d-a2061b0f4528		valid	species	Opostegoides longipedicella Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Opostegoides		longipedicella				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-longipedicella
e187e91a-ca7b-4ebf-bf1c-720674859415	x3C			e187e91a-ca7b-4ebf-bf1c-720674859415		valid	species	Opostegoides thailandica Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Opostegoides		thailandica				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-thailandica
e2d103ba-b21e-4f78-9ae5-ba212703ecb9	x3C			e2d103ba-b21e-4f78-9ae5-ba212703ecb9		valid	species	Opostegoides epistolaris (Meyrick, 1911) Puplesis et al., 1999	(Meyrick, 1911) Puplesis et al., 1999		Opostegoides		epistolaris				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-epistolaris
d796f0ce-d1b6-4477-8329-5d400016445b	x3C			d796f0ce-d1b6-4477-8329-5d400016445b		valid	species	Opostegoides gorgonea Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Opostegoides		gorgonea				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-gorgonea
c71f0606-f3d7-4b22-9683-1a5a8df0f234	x3C			c71f0606-f3d7-4b22-9683-1a5a8df0f234		valid	species	Opostegoides nephelozona (Meyrick, 1915) Puplesis et al., 1999	(Meyrick, 1915) Puplesis et al., 1999		Opostegoides		nephelozona				Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 1: 321-352. (1915).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-nephelozona
c70e8c5e-01f4-4c50-bb4c-f4bc39943c5e	x3C			c70e8c5e-01f4-4c50-bb4c-f4bc39943c5e		valid	species	Opostegoides pelocrossa (Meyrick, 1928) van Nieukerken et al., 2016	(Meyrick, 1928) van Nieukerken et al., 2016		Opostegoides		pelocrossa				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-pelocrossa
0dbdfbea-a01c-4705-8c10-7e94b13fdfde	x3C			0dbdfbea-a01c-4705-8c10-7e94b13fdfde		valid	species	Opostegoides minodensis (Kuroko, 1982) Kozlov, 1985	(Kuroko, 1982) Kozlov, 1985		Opostegoides		minodensis				Kuroko H. Nepticulidae, Opostegidae. In: Inoue H, Sugi S, Kuroko H, Moriuti S, Kawabe A (Eds) Moths of Japan 2 Plates and synonymic catalogue. Kodansha, Tokyo, 155, pls 151, 230, 261-262. (1982).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-minodensis
0a64b0d9-05d5-4449-9586-b5ff8c4264c7	x3C			0a64b0d9-05d5-4449-9586-b5ff8c4264c7		valid	species	Opostegoides granifera (Meyrick, 1913) van Nieukerken et al., 2016	(Meyrick, 1913) van Nieukerken et al., 2016		Opostegoides		granifera				Meyrick E. Descriptions of South African Micro-Lepidoptera, 4. Annals of the Transvaal Museum 3: 267-336. (1913).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-granifera
0a501577-39f9-4808-b3cd-880f9625e157	x3C			0a501577-39f9-4808-b3cd-880f9625e157		valid	species	Opostegoides melitardis (Meyrick, 1918) van Nieukerken et al., 2016	(Meyrick, 1918) van Nieukerken et al., 2016		Opostegoides		melitardis				Meyrick E. Descriptions of South African Micro-Lepidoptera. Annals of the Transvaal Museum 6: 7-59. (1918).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-melitardis
fb0e1d2f-1d5b-4776-a609-4dcd60807b88	x3C			fb0e1d2f-1d5b-4776-a609-4dcd60807b88		valid	species	Opostegoides pelorrhoa (Meyrick, 1915) Puplesis et al., 1999	(Meyrick, 1915) Puplesis et al., 1999		Opostegoides		pelorrhoa				Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 1: 321-352. (1915).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-pelorrhoa
fbef238f-5b6c-4bdf-ae33-ec73c8fea43b	x3C			fbef238f-5b6c-4bdf-ae33-ec73c8fea43b		valid	species	Opostegoides index (Meyrick, 1922) Puplesis et al., 1999	(Meyrick, 1922) Puplesis et al., 1999		Opostegoides		index				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-index
575792a1-9f16-4f72-8149-3f5550008d17	x3C			575792a1-9f16-4f72-8149-3f5550008d17		valid	species	Opostegoides padiensis Sinev, 1990	Sinev, 1990		Opostegoides		padiensis				Sinev SY. Novye dannye po sistematike Molej-Opostegid (Lepidoptera, Opostegidae) Dalnego Vostoka SSSR. [New data on the systematics of opostegid moths (Lepidoptera, Opostegidae) of Far East SSSR]. Novosti faunistiki i sistematiki: sbornik nauchn'ykh trudov [New data on faunistics and systematics : collected scientific papers]. Naukova Dimka, Kiev, 100-106. (1990).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-padiensis
13a0a0c2-c660-4255-86b4-265d3a085dbc	x3C			13a0a0c2-c660-4255-86b4-265d3a085dbc		valid	species	Opostegoides flavimacula Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Opostegoides		flavimacula				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-flavimacula
786ee0e8-b458-4062-9263-1e095315b43e	x3C			786ee0e8-b458-4062-9263-1e095315b43e		valid	species	Opostegoides albella Sinev, 1990	Sinev, 1990		Opostegoides		albella				Sinev SY. Novye dannye po sistematike Molej-Opostegid (Lepidoptera, Opostegidae) Dalnego Vostoka SSSR. [New data on the systematics of opostegid moths (Lepidoptera, Opostegidae) of Far East SSSR]. Novosti faunistiki i sistematiki: sbornik nauchn'ykh trudov [New data on faunistics and systematics : collected scientific papers]. Naukova Dimka, Kiev, 100-106. (1990).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-albella
78eca4b4-2cf4-4e1f-83ae-0679f7b5fcc2	x3C			78eca4b4-2cf4-4e1f-83ae-0679f7b5fcc2		valid	species	Opostegoides uvida (Meyrick, 1915) Puplesis et al., 1999	(Meyrick, 1915) Puplesis et al., 1999		Opostegoides		uvida				Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 1: 321-352. (1915).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-uvida
7b464c77-80ed-4475-b972-7f975b1fff45	x3C			7b464c77-80ed-4475-b972-7f975b1fff45		valid	species	Opostegoides menthinella (Mann, 1855) Davis, 1989	(Mann, 1855) Davis, 1989		Opostegoides		menthinella				Mann J. Die Lepidopteren, gesammelt auf einer entomologischen Reise in Corsika im Jahre 1855. Verhandlungen der Zoologisch-Botanischen Vereins in Wien 5: 529-612. (1855).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-menthinella
4290a975-59f3-45a9-86a5-ac4b2f3fba34	x3C			4290a975-59f3-45a9-86a5-ac4b2f3fba34		valid	species	Opostegoides gephyraea (Meyrick, 1880) Davis, 1989	(Meyrick, 1880) Davis, 1989		Opostegoides		gephyraea				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-gephyraea
470996e7-b329-4e22-b8e7-a042c04732d0	x3C			470996e7-b329-4e22-b8e7-a042c04732d0		valid	species	Opostegoides omelkoi Kozlov, 1985	Kozlov, 1985		Opostegoides		omelkoi				Kozlov MV. Novye i maloizvestnye Opostegidy (Lepidoptera, Opostegidae) iz Aziatskoj chasti SSSR. (New and little known opostegid moths (Lepidoptera, Opostegidae) from Asiatic parts of the USSR). Trudy Zoologicheskogo Instituta 134: 49-58. (1985).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-omelkoi
4ce7c797-e1a0-4aec-8817-3de90a51eda4	x3C			4ce7c797-e1a0-4aec-8817-3de90a51eda4		valid	species	Opostegoides sinevi Kozlov, 1985	Kozlov, 1985		Opostegoides		sinevi				Kozlov MV. Novye i maloizvestnye Opostegidy (Lepidoptera, Opostegidae) iz Aziatskoj chasti SSSR. (New and little known opostegid moths (Lepidoptera, Opostegidae) from Asiatic parts of the USSR). Trudy Zoologicheskogo Instituta 134: 49-58. (1985).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-sinevi
39609180-6085-4cdc-958a-c0abc42ee39f	x3C			39609180-6085-4cdc-958a-c0abc42ee39f		valid	species	Opostegoides cameroni Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Opostegoides		cameroni				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Opostegoides-cameroni
92da20f4-1bb0-410e-b833-36990665b8be	x46			92da20f4-1bb0-410e-b833-36990665b8be		valid	species	Notiopostega atrata Davis, 1989	Davis, 1989		Notiopostega		atrata				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Notiopostega-atrata
af7d1118-955d-4623-81e8-10e5822d1bde	x3N			af7d1118-955d-4623-81e8-10e5822d1bde		valid	species	Paralopostega maculata (Walsingham, 1907) Davis, 1989	(Walsingham, 1907) Davis, 1989		Paralopostega		maculata				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Paralopostega-maculata
06fac8d1-ac4f-419a-b87b-426e290165ee	x3N			06fac8d1-ac4f-419a-b87b-426e290165ee		valid	species	Paralopostega dives (Walsingham, 1907) Davis, 1989	(Walsingham, 1907) Davis, 1989		Paralopostega		dives				Walsingham L. Microlepidoptera. Fauna Hawaiiensis 1: 469-759. (1907).	ICZN			http://nepticuloidea.info/nepticuloidea/Paralopostega-dives
5fd01d75-5552-4b50-87fe-71b80483138e	x3N			5fd01d75-5552-4b50-87fe-71b80483138e		valid	species	Paralopostega serpentina (Swezey, 1921) Davis, 1989	(Swezey, 1921) Davis, 1989		Paralopostega		serpentina				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Paralopostega-serpentina
8563ffdd-b836-438b-a04f-d0986942569e	x3N			8563ffdd-b836-438b-a04f-d0986942569e		valid	species	Paralopostega callosa (Swezey, 1921) Davis, 1989	(Swezey, 1921) Davis, 1989		Paralopostega		callosa				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Paralopostega-callosa
4de45195-7e98-4e67-ab94-d01c8688f879	x3N			4de45195-7e98-4e67-ab94-d01c8688f879		valid	species	Paralopostega filiforma (Swezey, 1921) Davis, 1989	(Swezey, 1921) Davis, 1989		Paralopostega		filiforma				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Paralopostega-filiforma
3ea062ac-0ebd-45b8-992e-77be5ef84f20	x3N			3ea062ac-0ebd-45b8-992e-77be5ef84f20		valid	species	Paralopostega peleana (Swezey, 1921) Davis, 1989	(Swezey, 1921) Davis, 1989		Paralopostega		peleana				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Paralopostega-peleana
b00ec052-1763-4557-8200-c9df944d7f03	x3J			b00ec052-1763-4557-8200-c9df944d7f03		valid	species	Eosopostega armigera Puplesis & Robinson, 1999	Puplesis & Robinson, 1999		Eosopostega		armigera				Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	ICZN			http://nepticuloidea.info/nepticuloidea/Eosopostega-armigera
999d8047-f959-47c0-a567-c75cba493326	x3J			999d8047-f959-47c0-a567-c75cba493326		valid	species	Eosopostega issikii Davis, 1989	Davis, 1989		Eosopostega		issikii				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Eosopostega-issikii
958faf18-6620-4650-af5d-5ae58acc0aa4	x44			958faf18-6620-4650-af5d-5ae58acc0aa4		valid	species	Neopostega falcata Davis & Stonis, 2007	Davis & Stonis, 2007		Neopostega		falcata				Davis DR, Stonis JR. A revision of the New World plant-mining moths of the family Opostegidae (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 625: i-v, 1-212. doi: 10.5479/si.00810282.625. (2007).	ICZN			http://nepticuloidea.info/nepticuloidea/Neopostega-falcata
d61d4bcb-8f76-4ac2-bc55-8feb1b0a056e	x44			d61d4bcb-8f76-4ac2-bc55-8feb1b0a056e		valid	species	Neopostega petila Davis & Stonis, 2007	Davis & Stonis, 2007		Neopostega		petila				Davis DR, Stonis JR. A revision of the New World plant-mining moths of the family Opostegidae (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 625: i-v, 1-212. doi: 10.5479/si.00810282.625. (2007).	ICZN			http://nepticuloidea.info/nepticuloidea/Neopostega-petila
ca4b69b0-40be-4eec-8cac-d883b8703cfd	x44			ca4b69b0-40be-4eec-8cac-d883b8703cfd		valid	species	Neopostega nigrita Heppner & Davis, 2009	Heppner & Davis, 2009		Neopostega		nigrita				Heppner JB, Davis DR. A new Neopostega from Guatemala (Lepidoptera: Opostegidae). Lepidoptera Novae 2: 31-34. (2009).	ICZN			http://nepticuloidea.info/nepticuloidea/Neopostega-nigrita
246c4a8c-27c1-4c54-b38e-3f6025f85df6	x44			246c4a8c-27c1-4c54-b38e-3f6025f85df6		valid	species	Neopostega asymmetra Davis & Stonis, 2007	Davis & Stonis, 2007		Neopostega		asymmetra				Davis DR, Stonis JR. A revision of the New World plant-mining moths of the family Opostegidae (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 625: i-v, 1-212. doi: 10.5479/si.00810282.625. (2007).	ICZN			http://nepticuloidea.info/nepticuloidea/Neopostega-asymmetra
1c35ce87-db7d-4bf0-badc-3130f56a5a7f	x44			1c35ce87-db7d-4bf0-badc-3130f56a5a7f		valid	species	Neopostega distola Davis & Stonis, 2007	Davis & Stonis, 2007		Neopostega		distola				Davis DR, Stonis JR. A revision of the New World plant-mining moths of the family Opostegidae (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 625: i-v, 1-212. doi: 10.5479/si.00810282.625. (2007).	ICZN			http://nepticuloidea.info/nepticuloidea/Neopostega-distola
1ddc8bd9-db4c-4125-baa9-c93657b4cf9a	x44			1ddc8bd9-db4c-4125-baa9-c93657b4cf9a		valid	species	Neopostega longispina Davis & Stonis, 2007	Davis & Stonis, 2007		Neopostega		longispina				Davis DR, Stonis JR. A revision of the New World plant-mining moths of the family Opostegidae (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 625: i-v, 1-212. doi: 10.5479/si.00810282.625. (2007).	ICZN			http://nepticuloidea.info/nepticuloidea/Neopostega-longispina
bd78af5b-7f62-45bd-9203-e5e03ec53be6	xL			bd78af5b-7f62-45bd-9203-e5e03ec53be6		valid	species	Pseudopostega chalcopepla (Walsingham, 1908) van Nieukerken, 1996	(Walsingham, 1908) van Nieukerken, 1996		Pseudopostega		chalcopepla				Nieukerken EJ van. Nepticulidae, Opostegidae. In: Karsholt O, Razowski J (Eds) The Lepidoptera of Europe A distributional checklist. Apollo Books, Stenstrup, 21-27, 300. (1996).	ICZN			http://nepticuloidea.info/nepticuloidea/Pseudopostega-chalcopepla
bd850bd0-72b6-46c4-bd51-488ca49f65ce	xL			bd850bd0-72b6-46c4-bd51-488ca49f65ce		valid	species	Pseudopostega brevicaudata Remeikis & Stonis in Stonis et al., 2013	Remeikis & Stonis in Stonis et al., 2013		Pseudopostega		brevicaudata				Stonis JR, Remeikis A, Sruoga V. An annotated list of the Opostegidae of the Himalaya, with a description of Pseudopostega brevicaudata sp. nov. (Lepidoptera: Nepticuloidea). Zootaxa 3609: 182-194. doi: 10.11646/zootaxa.3609.2.4. (2013).	ICZN			http://nepticuloidea.info/nepticuloidea/Pseudopostega-brevicaudata
ae035d2c-70bd-4e12-870e-5f9af17e589e	xL			ae035d2c-70bd-4e12-870e-5f9af17e589e		valid	species	Pseudopostega suffuscula Davis & Stonis, 2007	Davis & Stonis, 2007		Pseudopostega		suffuscula				Davis DR, Stonis JR. A revision of the New World plant-mining moths of the family Opostegidae (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 625: i-v, 1-212. doi: 10.5479/si.00810282.625. (2007).	ICZN			http://nepticuloidea.info/nepticuloidea/Pseudopostega-suffuscula
c5757a5d-dfa5-4129-9f25-707b6ede8951	xL			c5757a5d-dfa5-4129-9f25-707b6ede8951		valid	species	Pseudopostega pexa (Meyrick, 1920) Davis, 1989	(Meyrick, 1920) Davis, 1989		Pseudopostega		pexa				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Pseudopostega-pexa
b0f0a1d7-22a1-4696-b62e-6dbde6d67f14	xL			b0f0a1d7-22a1-4696-b62e-6dbde6d67f14		valid	species	Pseudopostega quadristrigella (Chambers, 1875) Davis, 1989	(Chambers, 1875) Davis, 1989		Pseudopostega		quadristrigella				Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	ICZN			http://nepticuloidea.info/nepticuloidea/Pseudopostega-quadristrigella
b853c0f5-56f9-40c6-874f-9893c0ee4ddf	xL			b853c0f5-56f9-40c6-874f-9893c0ee4ddf		valid	species	Pseudopostega sacculata (Meyrick, 1915) Davis, 1989	(Meyrick, 1915) Davis, 1989		Pseudopostega		sacculata				Meyrick E. Descriptions of South American Micro-Lepidoptera. Transactions of the Entomological Society of London 1915: 201-256. (1915).	ICZN			http://nepticuloidea.info/nepticuloidea/Pseudopostega-sacculata
